Primary Color,Secondary Color,Sex,DOB,Age,Intake Date,Intake Condition,Intake Type,Intake Subtype,Outcome Date,Outcome Type,days_stayed
GRAY TABBY,WHITE,Female,4/10/23,0,4/19/23,UNDER AGE/WEIGHT,STRAY,OTC,5/31/23,HOMEFIRST,42
GRAY,WHITE,Male,3/19/23,0,4/19/23,UNDER AGE/WEIGHT,STRAY,OTC,5/13/23,HOMEFIRST,24
GRAY,,Male,4/17/23,0,4/19/23,UNDER AGE/WEIGHT,STRAY,FIELD,7/1/23,HOMEFIRST,73
BRN TABBY,,Male,3/8/23,0,4/23/23,UNDER AGE/WEIGHT,STRAY,OTC,5/6/23,HOMEFIRST,13
BRN TABBY,,Male,3/13/23,0,4/13/23,UNDER AGE/WEIGHT,STRAY,OTC,4/15/23,HOMEFIRST,2
BLACK,WHITE,Male,3/13/23,0,4/13/23,UNDER AGE/WEIGHT,STRAY,OTC,4/15/23,HOMEFIRST,2
BLACK,WHITE,Male,3/13/23,0,4/13/23,UNDER AGE/WEIGHT,STRAY,OTC,4/15/23,HOMEFIRST,2
GRAY,WHITE,Male,4/13/23,0,4/13/23,ILL MILD,STRAY,OTC,7/5/23,HOMEFIRST,83
WHITE,,Female,4/14/22,1,4/14/23,NORMAL,STRAY,OTC,4/20/23,HOMEFIRST,6
SEAL PT,CREAM,Female,4/14/21,2,4/14/23,NORMAL,STRAY,OTC,4/19/23,HOMEFIRST,5
GRAY,WHITE,Male,3/14/23,0,4/14/23,UNDER AGE/WEIGHT,STRAY,OTC,5/10/23,HOMEFIRST,26
GRAY,WHITE,Female,4/1/21,2,4/14/23,NORMAL,OWNER SURRENDER,OTC,4/27/23,HOMEFIRST,13
BROWN,BLACK,Female,1/15/23,0,4/15/23,NORMAL,STRAY,OTC,4/27/23,HOMEFIRST,12
BR BRINDLE,,Male,4/15/21,2,4/15/23,NORMAL,STRAY,OTC,7/20/23,HOMEFIRST,96
BRN TABBY,WHITE,Female,3/5/23,0,4/20/23,NORMAL,STRAY,OTC,4/29/23,HOMEFIRST,9
GRAY,WHITE,Neutered,4/22/20,3,4/22/23,I/I REPORT,STRAY,OTC,6/21/23,HOMEFIRST,60
BLACK,,Male,3/23/23,0,4/23/23,UNDER AGE/WEIGHT,STRAY,OTC,4/23/23,HOMEFIRST,0
BLACK,WHITE,Male,4/20/23,0,4/23/23,UNDER AGE/WEIGHT,STRAY,OTC,6/17/23,HOMEFIRST,55
WHITE,,Female,4/11/23,0,4/26/23,I/I REPORT,STRAY,OTC,5/27/23,HOMEFIRST,31
BRN TABBY,,Male,4/11/23,0,4/26/23,I/I REPORT,STRAY,OTC,6/21/23,HOMEFIRST,56
BLACK,WHITE,Female,3/26/23,0,4/26/23,UNDER AGE/WEIGHT,STRAY,OTC,5/4/23,HOMEFIRST,8
BLACK,,Male,3/26/23,0,4/26/23,UNDER AGE/WEIGHT,STRAY,OTC,6/21/23,HOMEFIRST,56
BLACK,,Female,3/26/23,0,4/26/23,UNDER AGE/WEIGHT,STRAY,OTC,6/17/23,HOMEFIRST,52
GRAY TABBY,,Male,5/28/22,1,4/28/23,NORMAL,STRAY,OTC,7/26/23,HOMEFIRST,89
BRN TABBY,,Male,4/20/23,0,4/28/23,UNDER AGE/WEIGHT,STRAY,OTC,7/15/23,HOMEFIRST,78
BLACK,,Female,2/28/23,0,4/28/23,NORMAL,STRAY,OTC,5/10/23,HOMEFIRST,12
BLACK,WHITE,Female,4/7/23,0,4/29/23,UNDER AGE/WEIGHT,STRAY,OTC,7/28/23,HOMEFIRST,90
BLACK,,Female,4/27/22,1,4/27/23,NORMAL,STRAY,OTC,8/4/23,HOMEFIRST,99
BLACK,,Female,3/18/23,0,4/27/23,NORMAL,STRAY,OTC,6/28/23,HOMEFIRST,62
ORANGE,,Male,3/30/23,0,4/30/23,UNDER AGE/WEIGHT,STRAY,OTC,8/12/23,HOMEFIRST,104
BLACK,WHITE,Female,4/24/23,0,4/30/23,UNDER AGE/WEIGHT,STRAY,OTC,6/11/23,HOMEFIRST,42
GRAY TABBY,,Female,4/18/23,0,5/2/23,ILL MILD,STRAY,FIELD,7/29/23,HOMEFIRST,88
GRAY TABBY,,Female,,,5/2/23,ILL MILD,STRAY,FIELD,6/25/23,HOMEFIRST,54
BLACK,,Male,4/15/23,0,5/2/23,ILL MILD,STRAY,FIELD,6/15/23,HOMEFIRST,44
SEAL PT,,Female,5/3/21,2,5/3/23,NORMAL,STRAY,ABAN SHLTR,5/20/23,HOMEFIRST,17
GRAY TABBY,WHITE,Female,3/3/23,0,5/3/23,UNDER AGE/WEIGHT,STRAY,OTC,5/28/23,HOMEFIRST,25
CALICO TAB,,Female,3/9/23,0,5/3/23,NORMAL,STRAY,OTC,6/2/23,HOMEFIRST,30
CALICO,,Female,3/9/23,0,5/3/23,NORMAL,STRAY,OTC,5/6/23,HOMEFIRST,3
CALICO DIL,,Female,5/3/21,2,5/3/23,NORMAL,STRAY,OTC,5/20/23,HOMEFIRST,17
ORG TABBY,WHITE,Male,4/4/23,0,5/3/23,NORMAL,STRAY,OTC,5/17/23,HOMEFIRST,14
BRN TABBY,,Female,4/6/23,0,5/6/23,UNDER AGE/WEIGHT,STRAY,OTC,5/11/23,HOMEFIRST,5
CALICO DIL,GRAY,Female,4/16/23,0,5/7/23,UNDER AGE/WEIGHT,STRAY,OTC,6/10/23,HOMEFIRST,34
BROWN,,Male,4/12/13,10,5/4/23,NORMAL,WELFARE SEIZED,HOSPITAL,5/20/23,HOMEFIRST,16
ORG TABBY,,Male,3/31/23,0,5/5/23,NORMAL,STRAY,OTC,5/6/23,HOMEFIRST,1
BLACK,WHITE,Female,11/9/22,0,5/8/23,NORMAL,OWNER SURRENDER,FIELD,5/13/23,HOMEFIRST,5
ORG TABBY,WHITE,Male,3/10/23,0,5/10/23,NORMAL,STRAY,OTC,5/27/23,HOMEFIRST,17
BLACK,,Unknown,3/17/23,0,5/17/23,ILL MILD,OWNER SURRENDER,OTC,5/18/23,HOMEFIRST,1
BROWN,WHITE,Male,5/3/23,0,5/17/23,NORMAL,WELFARE SEIZED,POLICE,6/30/23,HOMEFIRST,44
BROWN,WHITE,Male,5/3/23,0,5/17/23,NORMAL,WELFARE SEIZED,POLICE,7/6/23,HOMEFIRST,50
BROWN,BLACK,Female,5/13/22,1,5/12/23,NORMAL,STRAY,FIELD,5/24/23,HOMEFIRST,12
BRN TABBY,WHITE,Female,4/23/23,0,5/14/23,UNDER AGE/WEIGHT,STRAY,OTC,7/28/23,HOMEFIRST,75
BLACK,,Female,4/23/23,0,5/14/23,UNDER AGE/WEIGHT,STRAY,OTC,7/28/23,HOMEFIRST,75
WHITE,GRAY,Female,4/29/23,0,5/17/23,UNDER AGE/WEIGHT,STRAY,OTC,7/1/23,HOMEFIRST,45
BLACK,WHITE,Male,5/4/23,0,5/17/23,UNDER AGE/WEIGHT,STRAY,OTC,6/24/23,HOMEFIRST,38
GRAY,,Female,5/4/23,0,5/17/23,UNDER AGE/WEIGHT,STRAY,OTC,6/22/23,HOMEFIRST,36
GRAY,WHITE,Male,4/19/23,0,5/19/23,ILL MODERATETE,STRAY,OTC,6/8/23,HOMEFIRST,20
GRAY,,Male,4/19/23,0,5/19/23,NORMAL,STRAY,OTC,5/21/23,HOMEFIRST,2
ORANGE,,Male,3/3/23,0,5/18/23,NORMAL,STRAY,OTC,5/20/23,HOMEFIRST,2
ORANGE,,Male,4/8/23,0,5/20/23,UNDER AGE/WEIGHT,STRAY,OTC,6/7/23,HOMEFIRST,18
WHITE,TAN,Female,5/20/22,1,5/20/23,I/I REPORT,STRAY,OTC,5/26/23,HOMEFIRST,6
WHITE,,Female,5/21/18,5,5/21/23,NORMAL,STRAY,OTC,5/27/23,HOMEFIRST,6
BLACK,WHITE,Male,4/10/23,0,5/21/23,UNDER AGE/WEIGHT,STRAY,OTC,5/31/23,HOMEFIRST,10
WHITE,GRAY,Male,4/27/23,0,5/24/23,ILL MILD,STRAY,OTC,7/29/23,HOMEFIRST,66
CALICO,,Female,5/24/13,10,5/24/23,NORMAL,OWNER SURRENDER,OTC,6/21/23,HOMEFIRST,28
BRN TABBY,,Female,3/24/23,0,5/24/23,NORMAL,STRAY,OTC,6/1/23,HOMEFIRST,8
BLACK,WHITE,Male,1/27/23,0,5/27/23,NORMAL,WELFARE SEIZED,POLICE,7/19/23,HOMEFIRST,53
GRAY,WHITE,Male,4/23/23,0,5/23/23,ILL MILD,STRAY,FIELD,5/31/23,HOMEFIRST,8
BLACK,WHITE,Male,3/27/23,0,5/27/23,NORMAL,STRAY,FIELD,7/26/23,HOMEFIRST,60
BLACK,,Female,3/27/23,0,5/27/23,NORMAL,STRAY,FIELD,7/27/23,HOMEFIRST,61
ORANGE,,Male,4/16/23,0,5/27/23,UNDER AGE/WEIGHT,STRAY,OTC,6/2/23,HOMEFIRST,6
GRAY,,Male,4/9/23,0,5/27/23,ILL MILD,STRAY,OTC,8/27/23,HOMEFIRST,92
BLACK,,Female,5/25/23,0,5/31/23,UNDER AGE/WEIGHT,STRAY,OTC,8/10/23,HOMEFIRST,71
BR BRINDLE,WHITE,Male,6/1/21,2,6/1/23,NORMAL,STRAY,OTC,6/7/23,HOMEFIRST,6
BRN TABBY,WHITE,Male,3/28/23,0,6/1/23,UNDER AGE/WEIGHT,STRAY,OTC,7/16/23,HOMEFIRST,45
GRAY TABBY,WHITE,Female,4/28/23,0,5/28/23,UNDER AGE/WEIGHT,STRAY,OTC,6/23/23,HOMEFIRST,26
BLACK,,Male,3/4/23,0,6/1/23,UNDER AGE/WEIGHT,STRAY,OTC,8/24/23,HOMEFIRST,84
GRAY TABBY,,Female,5/22/23,0,6/1/23,UNDER AGE/WEIGHT,STRAY,FIELD,7/15/23,HOMEFIRST,44
TAN,WHITE,Female,6/3/13,10,6/3/23,NORMAL,STRAY,OTC,6/10/23,HOMEFIRST,7
GRAY,WHITE,Female,6/3/20,3,6/3/23,I/I REPORT,STRAY,OTC,8/10/23,HOMEFIRST,68
WHITE,BLACK,Male,4/15/23,0,6/3/23,NORMAL,STRAY,OTC,6/10/23,HOMEFIRST,7
GRAY TABBY,,Male,5/25/23,0,6/4/23,UNDER AGE/WEIGHT,STRAY,OTC,9/22/23,HOMEFIRST,110
BLACK,,Female,4/4/23,0,6/4/23,NORMAL,STRAY,OTC,6/10/23,HOMEFIRST,6
WHITE,TAN,Male,6/5/18,5,6/5/23,NORMAL,STRAY,FIELD,6/10/23,HOMEFIRST,5
BLACK,WHITE,Male,4/23/23,0,6/7/23,NORMAL,STRAY,FIELD,6/10/23,HOMEFIRST,3
BROWN,BLACK,Female,6/7/15,8,6/7/23,NORMAL,STRAY,OTC,6/17/23,HOMEFIRST,10
WHITE,,Male,6/7/18,5,6/7/23,INJURED  MILD,STRAY,OTC,6/17/23,HOMEFIRST,10
BLACK,,Spayed,12/7/22,0,6/7/23,NORMAL,STRAY,OTC,6/17/23,HOMEFIRST,10
BROWN,WHITE,Male,2/9/23,0,6/9/23,NORMAL,STRAY,OTC,6/15/23,HOMEFIRST,6
WHITE,GRAY,Female,3/10/23,0,6/10/23,NORMAL,OWNER SURRENDER,OTC,6/10/23,HOMEFIRST,0
WHITE,GRAY,Male,3/10/23,0,6/10/23,NORMAL,OWNER SURRENDER,OTC,6/10/23,HOMEFIRST,0
WHITE,GRAY,Female,3/10/23,0,6/10/23,NORMAL,OWNER SURRENDER,OTC,6/15/23,HOMEFIRST,5
BLACK,WHITE,Neutered,12/11/22,0,6/11/23,ILL MODERATETE,STRAY,OTC,8/2/23,HOMEFIRST,52
BRN TABBY,,Male,4/23/23,0,6/11/23,ILL MILD,STRAY,OTC,8/5/23,HOMEFIRST,55
BLACK,BROWN,Male,6/16/20,3,6/12/23,INJURED  MILD,STRAY,FIELD,7/2/23,HOMEFIRST,20
RED,,Female,4/9/21,2,6/16/23,NORMAL,STRAY,OTC,6/22/23,HOMEFIRST,6
GRAY,,Male,6/16/21,2,6/16/23,NORMAL,STRAY,OTC,8/5/23,HOMEFIRST,50
GRAY,WHITE,Male,5/18/23,0,6/18/23,ILL MILD,STRAY,OTC,6/28/23,HOMEFIRST,10
GRAY,,Male,5/18/23,0,6/18/23,ILL SEVERE,STRAY,FIELD,8/2/23,HOMEFIRST,45
WHITE,,Male,6/10/20,3,6/22/23,NORMAL,RETURN,ADOPTION,6/25/23,HOMEFIRST,3
LILAC PT,,Male,5/18/23,0,6/22/23,I/I REPORT,STRAY,OTC,7/1/23,HOMEFIRST,9
WHITE,GRAY,Female,2/23/23,0,6/23/23,ILL MILD,OWNER SURRENDER,OTC,7/2/23,HOMEFIRST,9
BRN TABBY,WHITE,Female,5/5/23,0,6/23/23,UNDER AGE/WEIGHT,STRAY,OTC,7/12/23,HOMEFIRST,19
BLACK,WHITE,Female,3/23/23,0,6/23/23,ILL MILD,OWNER SURRENDER,OTC,6/25/23,HOMEFIRST,2
BLACK,WHITE,Male,3/23/23,0,6/23/23,ILL MILD,OWNER SURRENDER,OTC,6/24/23,HOMEFIRST,1
TAN,WHITE,Female,6/10/19,4,6/10/23,I/I REPORT,STRAY,OTC,6/16/23,HOMEFIRST,6
BRN TABBY,,Male,4/23/23,0,6/11/23,ILL MILD,STRAY,OTC,7/26/23,HOMEFIRST,45
ORG TABBY,,Male,5/14/23,0,6/14/23,ILL MILD,STRAY,OTC,8/5/23,HOMEFIRST,52
BRN TABBY,WHITE,Male,4/14/23,0,6/14/23,ILL MODERATETE,RETURN,,8/6/23,HOMEFIRST,53
BLACK,,Male,4/21/23,0,6/21/23,ILL MILD,STRAY,OTC,9/15/23,HOMEFIRST,86
WHITE,BLACK,Spayed,6/22/21,2,6/21/23,NORMAL,OWNER SURRENDER,OTC,7/2/23,HOMEFIRST,11
CALICO,,Female,5/21/23,0,6/21/23,UNDER AGE/WEIGHT,STRAY,OTC,7/23/23,HOMEFIRST,32
GRAY TABBY,WHITE,Female,5/10/23,0,6/21/23,ILL MILD,STRAY,OTC,7/5/23,HOMEFIRST,14
BLACK,,Male,5/10/23,0,6/21/23,ILL MILD,STRAY,OTC,7/15/23,HOMEFIRST,24
GRAY,,Female,5/18/23,0,6/22/23,I/I REPORT,STRAY,OTC,7/1/23,HOMEFIRST,9
WHITE,BROWN,Female,6/22/21,2,6/22/23,NORMAL,STRAY,OTC,6/29/23,HOMEFIRST,7
BLACK,WHITE,Male,6/1/23,0,6/23/23,I/I REPORT,STRAY,OTC,9/30/23,HOMEFIRST,99
BLACK,WHITE,Female,6/1/23,0,6/23/23,I/I REPORT,STRAY,OTC,8/11/23,HOMEFIRST,49
BRN TABBY,,Male,2/26/23,0,6/26/23,ILL MILD,STRAY,FIELD,9/1/23,HOMEFIRST,67
CALICO,,Female,6/20/23,0,6/27/23,UNDER AGE/WEIGHT,STRAY,OTC,8/16/23,HOMEFIRST,50
GRAY TABBY,,Female,4/24/23,0,6/24/23,INJURED  MODERATE,STRAY,OTC,7/16/23,HOMEFIRST,22
BLACK,,Male,5/3/23,0,6/24/23,UNDER AGE/WEIGHT,STRAY,OTC,7/15/23,HOMEFIRST,21
WHITE,CREAM,Male,5/6/23,0,6/24/23,UNDER AGE/WEIGHT,STRAY,OTC,7/19/23,HOMEFIRST,25
BRN TABBY,WHITE,Female,5/28/23,0,6/28/23,I/I REPORT,STRAY,OTC,8/2/23,HOMEFIRST,35
BLACK,WHITE,Male,5/22/23,0,6/28/23,NORMAL,STRAY,OTC,8/23/23,HOMEFIRST,56
CALICO,,Female,5/28/23,0,6/28/23,I/I REPORT,STRAY,OTC,7/21/23,HOMEFIRST,23
ORANGE,,Male,5/23/23,0,6/29/23,UNDER AGE/WEIGHT,STRAY,OTC,7/12/23,HOMEFIRST,13
BLACK,TRICOLOR,Male,6/29/15,8,6/29/23,ILL MILD,OWNER SURRENDER,OTC,7/22/23,HOMEFIRST,23
BROWN,,Female,6/29/15,8,6/29/23,NORMAL,STRAY,OTC,7/28/23,HOMEFIRST,29
RED,,Female,7/6/22,1,6/29/23,NORMAL,STRAY,OTC,7/20/23,HOMEFIRST,21
ORANGE,,Female,4/16/23,0,6/4/23,ILL MILD,STRAY,OTC,6/9/23,HOMEFIRST,5
GRAY,WHITE,Female,6/30/21,2,6/30/23,ILL MILD,STRAY,OTC,10/21/23,HOMEFIRST,113
BLACK,,Male,5/24/23,0,6/30/23,ILL MILD,STRAY,OTC,8/16/23,HOMEFIRST,47
BLACK,WHITE,Female,7/4/23,0,7/8/23,UNDER AGE/WEIGHT,STRAY,OTC,10/11/23,HOMEFIRST,95
GRAY,,Female,3/22/23,0,7/5/23,NORMAL,RETURN,ADOPTION,8/12/23,HOMEFIRST,38
BROWN,BLACK,Female,11/7/18,4,7/6/23,I/I REPORT,STRAY,OTC,7/16/23,HOMEFIRST,10
TAN,CREAM,Male,7/6/20,3,7/6/23,NORMAL,STRAY,FIELD,7/27/23,HOMEFIRST,21
TAN,,Male,7/8/22,1,7/7/23,NORMAL,STRAY,FIELD,7/19/23,HOMEFIRST,12
BRN TABBY,,Female,6/9/23,0,7/9/23,INJURED  MILD,STRAY,FIELD,9/24/23,HOMEFIRST,77
CALICO,,Female,7/16/21,2,7/16/23,NORMAL,STRAY,OTC,8/27/23,HOMEFIRST,42
ORANGE,WHITE,Male,5/1/23,0,7/16/23,UNDER AGE/WEIGHT,STRAY,OTC,7/23/23,HOMEFIRST,7
CHOC PT,,Female,4/16/23,0,7/16/23,NORMAL,STRAY,FIELD,7/22/23,HOMEFIRST,6
BLACK,,Female,5/16/23,0,7/16/23,NORMAL,STRAY,FIELD,7/22/23,HOMEFIRST,6
TAN,BLACK,Male,7/17/22,1,7/17/23,NORMAL,STRAY,FIELD,8/2/23,HOMEFIRST,16
CALICO,,Female,6/3/23,0,7/12/23,UNDER AGE/WEIGHT,STRAY,OTC,7/21/23,HOMEFIRST,9
BLACK,WHITE,Female,10/12/22,1,7/12/23,NORMAL,STRAY,OTC,7/16/23,HOMEFIRST,4
TORTIE,,Female,7/3/23,0,7/13/23,UNDER AGE/WEIGHT,STRAY,OTC,10/27/23,HOMEFIRST,106
BROWN,WHITE,Female,3/13/23,0,7/13/23,NORMAL,OWNER SURRENDER,OTC,7/16/23,HOMEFIRST,3
BLACK,,Female,3/21/23,0,7/21/23,NORMAL,STRAY,OTC,7/27/23,HOMEFIRST,6
TAN,,Female,1/22/23,0,7/22/23,I/I REPORT,STRAY,OTC,8/9/23,HOMEFIRST,18
WHITE,BLACK,Male,7/25/20,3,7/25/23,INJURED  MODERATE,STRAY,FIELD,8/2/23,HOMEFIRST,8
BLACK,,Female,2/26/22,1,7/26/23,I/I REPORT,STRAY,OTC,8/3/23,HOMEFIRST,8
TAN,BLACK,Male,7/27/21,2,7/27/23,NORMAL,STRAY,OTC,8/2/23,HOMEFIRST,6
WHITE,,Female,7/27/22,1,7/27/23,NORMAL,STRAY,OTC,8/2/23,HOMEFIRST,6
WHITE,BR BRINDLE,Male,7/28/22,1,7/28/23,NORMAL,STRAY,OTC,9/8/23,HOMEFIRST,42
WHITE,,Male,7/29/18,5,7/28/23,NORMAL,STRAY,OTC,8/3/23,HOMEFIRST,6
GRAY TABBY,,Male,7/7/23,0,7/28/23,UNDER AGE/WEIGHT,STRAY,OTC,10/8/23,HOMEFIRST,72
GRAY TABBY,WHITE,Male,6/13/23,0,7/28/23,I/I REPORT,STRAY,OTC,8/13/23,HOMEFIRST,16
GRAY,WHITE,Female,6/13/23,0,7/28/23,I/I REPORT,STRAY,OTC,8/12/23,HOMEFIRST,15
BLACK,,Male,6/23/23,0,8/2/23,UNDER AGE/WEIGHT,STRAY,OTC,8/16/23,HOMEFIRST,14
ORANGE,WHITE,Male,6/18/23,0,8/3/23,I/I REPORT,STRAY,FIELD,8/27/23,HOMEFIRST,24
WHITE,,Male,3/10/23,0,8/10/23,WELFARE SEIZURES,WELFARE SEIZED,HOSPITAL,8/27/23,HOMEFIRST,17
TAN,,Neutered,6/14/23,0,7/14/23,NORMAL,STRAY,ABAN FIELD,7/22/23,HOMEFIRST,8
RED,TAN,Female,7/14/13,10,7/14/23,ILL MILD,STRAY,OTC,7/21/23,HOMEFIRST,7
TAN,,Male,,,7/14/23,NORMAL,OWNER SURRENDER,OTC,7/30/23,HOMEFIRST,16
SEAL PT,,Female,7/12/23,0,7/20/23,UNDER AGE/WEIGHT,STRAY,OTC,9/9/23,HOMEFIRST,51
SEAL PT,,Male,7/12/23,0,7/20/23,UNDER AGE/WEIGHT,STRAY,OTC,9/8/23,HOMEFIRST,50
BLACK,WHITE,Male,7/12/23,0,7/20/23,UNDER AGE/WEIGHT,STRAY,OTC,9/8/23,HOMEFIRST,50
BLACK,WHITE,Female,4/20/23,0,7/20/23,I/I REPORT,STRAY,OTC,7/25/23,HOMEFIRST,5
WHITE,BLACK,Male,7/27/21,2,7/27/23,NORMAL,STRAY,OTC,8/17/23,HOMEFIRST,21
ORG TABBY,WHITE,Male,6/12/23,0,7/27/23,I/I REPORT,STRAY,OTC,8/2/23,HOMEFIRST,6
BLACK,,Female,7/7/22,1,7/28/23,I/I REPORT,RETURN,ADOPTION,7/30/23,HOMEFIRST,2
WHITE,,Male,8/2/22,1,8/2/23,NORMAL,STRAY,OTC,8/5/23,HOMEFIRST,3
TAN,,Male,8/2/21,2,8/2/23,NORMAL,STRAY,OTC,8/6/23,HOMEFIRST,4
CALICO,,Unknown,7/30/23,0,6/1/23,UNDER AGE/WEIGHT,STRAY,OTC,9/30/23,HOMEFIRST,121
TAN,BLACK,Male,2/11/22,1,8/12/23,NORMAL,RETURN,ADOPTION,8/13/23,HOMEFIRST,1
CALICO,,Female,7/6/23,0,8/6/23,UNDER AGE/WEIGHT,STRAY,OTC,9/9/23,HOMEFIRST,34
ORG TABBY,,Female,6/29/23,0,8/10/23,UNDER AGE/WEIGHT,STRAY,OTC,8/23/23,HOMEFIRST,13
BRN TABBY,WHITE,Male,7/10/23,0,8/10/23,ILL MODERATETE,STRAY,FIELD,9/3/23,HOMEFIRST,24
GRAY,TAN,Male,8/11/19,4,8/11/23,NORMAL,STRAY,OTC,8/17/23,HOMEFIRST,6
BLACK,TAN,Male,8/16/21,2,8/12/23,NORMAL,STRAY,OTC,8/18/23,HOMEFIRST,6
TAN,,Male,8/12/21,2,8/12/23,NORMAL,STRAY,OTC,8/23/23,HOMEFIRST,11
UNKNOWN,,Female,7/2/23,0,8/17/23,NORMAL,STRAY,OTC,9/9/23,HOMEFIRST,23
TORTIE,,Female,6/16/23,0,8/16/23,NORMAL,STRAY,OTC,9/24/23,HOMEFIRST,39
GRAY TABBY,,Female,7/17/23,0,8/17/23,UNDER AGE/WEIGHT,STRAY,OTC,10/18/23,HOMEFIRST,62
GRAY TABBY,,Female,7/7/23,0,8/22/23,NORMAL,WELFARE SEIZED,POLICE,9/13/23,HOMEFIRST,22
GRAY TABBY,WHITE,Female,8/5/23,0,8/20/23,UNDER AGE/WEIGHT,STRAY,OTC,10/6/23,HOMEFIRST,47
GRAY TABBY,,Female,8/5/23,0,8/20/23,UNDER AGE/WEIGHT,STRAY,OTC,10/25/23,HOMEFIRST,66
BLACK,TAN,Female,8/28/19,4,8/28/23,NORMAL,STRAY,FIELD,9/7/23,HOMEFIRST,10
CREAM,,Male,8/29/05,18,8/29/23,ILL MILD,OWNER SURRENDER,FIELD,8/30/23,HOMEFIRST,1
TORTIE,,Female,7/15/23,0,8/30/23,UNDER AGE/WEIGHT,STRAY,OTC,9/6/23,HOMEFIRST,7
BLACK,WHITE,Male,7/24/23,0,8/30/23,UNDER AGE/WEIGHT,STRAY,OTC,10/6/23,HOMEFIRST,37
BRN TABBY,WHITE,Female,7/24/23,0,8/30/23,UNDER AGE/WEIGHT,STRAY,OTC,10/6/23,HOMEFIRST,37
GRAY TABBY,WHITE,Female,8/4/23,0,8/25/23,UNDER AGE/WEIGHT,STRAY,OTC,9/27/23,HOMEFIRST,33
RED,WHITE,Female,8/27/21,2,8/27/23,NORMAL,STRAY,OTC,9/9/23,HOMEFIRST,13
GRAY,TRICOLOR,Male,8/30/21,2,8/30/23,NORMAL,STRAY,OTC,9/3/23,HOMEFIRST,4
BRN TABBY,WHITE,Female,7/28/23,0,9/3/23,UNDER AGE/WEIGHT,STRAY,OTC,10/6/23,HOMEFIRST,33
GRAY TABBY,,Female,8/15/23,0,9/4/23,UNDER AGE/WEIGHT,STRAY,FIELD,10/20/23,HOMEFIRST,46
CALICO,,Female,8/6/23,0,9/6/23,ILL MILD,STRAY,OTC,10/7/23,HOMEFIRST,31
TAN,BLACK,Male,9/6/21,2,9/6/23,NORMAL,OWNER SURRENDER,FIELD,9/24/23,HOMEFIRST,18
GRAY,,Male,8/6/23,0,9/6/23,NORMAL,STRAY,OTC,10/14/23,HOMEFIRST,38
BLACK,,Male,8/4/23,0,9/7/23,NORMAL,STRAY,OTC,10/8/23,HOMEFIRST,31
TAN,WHITE,Female,12/14/22,0,9/13/23,NORMAL,STRAY,OTC,9/22/23,HOMEFIRST,9
TAN,WHITE,Female,9/14/21,2,9/13/23,NORMAL,STRAY,OTC,9/23/23,HOMEFIRST,10
TAN,WHITE,Male,1/15/23,0,9/15/23,NORMAL,STRAY,OTC,9/23/23,HOMEFIRST,8
BLACK,WHITE,Female,1/20/23,0,9/16/23,NORMAL,STRAY,OTC,10/7/23,HOMEFIRST,21
GRAY,,Female,6/13/23,0,9/13/23,NORMAL,STRAY,FIELD,9/23/23,HOMEFIRST,10
WHITE,,Female,9/23/15,8,9/23/23,AGED,STRAY,OTC,9/30/23,HOMEFIRST,7
BLACK,TAN,Female,4/23/23,0,9/23/23,NORMAL,STRAY,OTC,9/30/23,HOMEFIRST,7
TAN,,Female,8/10/23,0,9/24/23,UNDER AGE/WEIGHT,STRAY,OTC,9/29/23,HOMEFIRST,5
WHITE,BLACK,Male,10/4/22,1,10/1/23,NORMAL,STRAY,OTC,10/7/23,HOMEFIRST,6
TAN,BLACK,Male,4/13/23,0,10/13/23,NORMAL,WELFARE SEIZED,EVICTION,10/22/23,HOMEFIRST,9
CHOCOLATE,,Male,10/14/21,2,10/14/23,NORMAL,STRAY,OTC,10/21/23,HOMEFIRST,7
BLACK,WHITE,Neutered,12/9/22,0,8/9/23,NORMAL,STRAY,OTC,8/12/23,HOMEFIRST,3
FAWN,WHITE,Female,8/9/16,7,8/9/23,NORMAL,STRAY,OTC,8/26/23,HOMEFIRST,17
BLACK,TAN,Male,9/27/21,2,9/27/23,FRACTIOUS,STRAY,OTC,10/5/23,HOMEFIRST,8
BRN TABBY,,Male,8/9/23,0,9/27/23,UNDER AGE/WEIGHT,STRAY,OTC,10/21/23,HOMEFIRST,24
LILAC PT,,Male,7/30/23,0,9/30/23,NORMAL,RETURN,ADOPTION,9/30/23,HOMEFIRST,0
SILVER,TAN,Male,10/1/19,4,10/1/23,INJURED  MODERATE,STRAY,FIELD,10/7/23,HOMEFIRST,6
WHITE,,Male,12/5/22,0,10/4/23,NORMAL,STRAY,FIELD,10/21/23,HOMEFIRST,17
BLACK,WHITE,Male,11/13/22,0,9/21/23,BEHAVIOR  MILD,RETURN,ADOPTION,9/23/23,HOMEFIRST,2
WHITE,,Female,10/19/20,3,10/19/23,NORMAL,STRAY,OTC,10/25/23,HOMEFIRST,6
BLACK,WHITE,Female,10/13/18,5,11/13/18,UNDER AGE/WEIGHT,STRAY,FIELD,1/4/19,HOMEFIRST,52
BRN TABBY,,Male,5/16/19,4,6/16/19,FRACTIOUS,STRAY,OTC,7/13/22,HOMEFIRST,1123
BRN TABBY,,Female,8/1/17,6,8/1/19,NORMAL,STRAY,TRAP,7/10/22,HOMEFIRST,1074
BRN TABBY,,Male,4/16/20,3,4/30/20,UNDER AGE/WEIGHT,STRAY,OTC,6/13/20,HOMEFIRST,44
