Primary_Color,Sex,Age,Intake_Date,Intake_Condition,Intake_Type,days_stayed
BRN TABBY,Neutered,3,6/8/20,NORMAL,STRAY,12
BLACK,Neutered,3,6/28/20,NORMAL,STRAY,12
GRAY,Neutered,3,7/24/20,NORMAL,STRAY,12
GRAY TABBY,Spayed,3,8/8/20,NORMAL,STRAY,12
BLACK,Neutered,4,9/18/20,NORMAL,STRAY,12
GRAY,Neutered,12,2/21/21,NORMAL,OWNER SURRENDER,12
WHITE,Spayed,10,2/21/21,NORMAL,OWNER SURRENDER,12
BLACK,Neutered,12,3/12/21,ILL SEVERE,STRAY,12
BLACK,Neutered,3,4/13/21,INJURED  SEVERE,STRAY,12
ORANGE,Neutered,2,5/21/21,NORMAL,STRAY,12
WHITE,Spayed,2,7/2/21,NORMAL,STRAY,12
GRAY TABBY,Neutered,2,7/23/21,INJURED  MILD,STRAY,12
GRAY,Neutered,2,2/11/22,INJURED  MODERATE,STRAY,12
BLACK,Neutered,5,5/3/22,NORMAL,STRAY,12
WHITE,Neutered,1,6/10/22,ILL MILD,STRAY,12
BRN TABBY,Neutered,1,6/12/22,UNDER AGE/WEIGHT,STRAY,12
BRN TABBY,Neutered,1,6/12/22,UNDER AGE/WEIGHT,STRAY,12
GRAY TABBY,Spayed,1,6/12/22,UNDER AGE/WEIGHT,STRAY,12
BLACK,Spayed,4,7/1/22,NORMAL,STRAY,12
BLACK,Spayed,1,8/21/22,NORMAL,STRAY,12
BLACK,Neutered,1,10/30/22,NORMAL,STRAY,12
ORG TABBY,Neutered,2,1/20/23,INJURED  MILD,STRAY,12
TORTIE,Spayed,0,5/7/23,NORMAL,STRAY,12
SEAL PT,Female,7,3/8/17,NORMAL,STRAY,11
BRN TABBY,Male,7,3/8/17,NORMAL,STRAY,11
BRN TABBY,Male,7,3/8/17,NORMAL,STRAY,11
ORG TABBY,Male,6,5/28/17,NORMAL,STRAY,11
WHITE,Female,6,6/2/17,NORMAL,STRAY,11
TORTIE DIL,Spayed,8,6/28/17,NORMAL,STRAY,11
GRAY,Female,6,10/21/17,NORMAL,STRAY,11
TORTIE DIL,Female,6,11/1/17,NORMAL,STRAY,11
LYNX PT,Neutered,6,11/8/17,NORMAL,STRAY,11
BRN TABBY,Male,5,5/27/18,NORMAL,STRAY,11
BLACK,Female,5,6/20/18,NORMAL,STRAY,11
BRN TABBY,Spayed,5,6/20/18,NORMAL,STRAY,11
FLAME PT,Neutered,5,9/1/18,NORMAL,STRAY,11
BLACK,Male,5,10/19/18,NORMAL,STRAY,11
SEAL PT,Neutered,9,1/26/19,NORMAL,STRAY,11
WHITE,Spayed,5,4/16/19,NORMAL,OWNER SURRENDER,11
SEAL PT,Spayed,5,4/16/19,NORMAL,OWNER SURRENDER,11
WHITE,Neutered,4,5/28/19,UNDER AGE/WEIGHT,STRAY,11
GRAY,Neutered,4,6/4/19,ILL MILD,STRAY,11
BRN TABBY,Male,4,6/10/19,NORMAL,STRAY,11
GRAY TABBY,Male,4,6/29/19,NORMAL,STRAY,11
GRAY,Spayed,4,11/16/19,NORMAL,STRAY,11
GRAY TABBY,Neutered,5,12/29/19,INJURED  MILD,STRAY,11
BLACK,Neutered,4,1/12/20,NORMAL,STRAY,11
ORANGE,Neutered,4,1/12/20,NORMAL,STRAY,11
CALICO,Spayed,5,1/12/20,NORMAL,STRAY,11
BLACK,Neutered,8,1/22/20,NORMAL,STRAY,11
GRAY TABBY,Neutered,8,1/22/20,NORMAL,STRAY,11
CALICO DIL,Spayed,4,2/5/20,NORMAL,STRAY,11
BRN TABBY,Neutered,4,2/24/20,ILL MILD,STRAY,11
BLACK,Spayed,8,10/14/20,NORMAL,CONFISCATE,11
GRAY,Spayed,3,10/24/20,NORMAL,STRAY,11
BLACK,Neutered,3,10/28/20,NORMAL,STRAY,11
WHITE,Neutered,3,10/31/20,NORMAL,STRAY,11
GRAY,Spayed,3,10/31/20,NORMAL,STRAY,11
TORTIE,Spayed,3,11/7/20,NORMAL,STRAY,11
BLACK,Spayed,3,2/20/21,NORMAL,STRAY,11
CALICO,Spayed,2,5/8/21,NORMAL,STRAY,11
WHITE,Spayed,2,5/22/21,NORMAL,STRAY,11
GRAY,Neutered,2,7/18/21,NORMAL,STRAY,11
BLACK,Neutered,2,11/13/21,ILL MILD,STRAY,11
BLACK,Spayed,6,12/22/21,NORMAL,STRAY,11
BLACK,Spayed,2,3/27/22,NORMAL,STRAY,11
TORTIE,Spayed,3,5/30/22,INJURED  MILD,STRAY,11
BLACK,Spayed,1,9/14/22,NORMAL,STRAY,11
BLACK,Neutered,0,4/12/23,ILL MILD,STRAY,11
CALICO TAB,Spayed,2,5/3/23,NORMAL,STRAY,11
GRAY,Spayed,8,2/15/17,NORMAL,STRAY,10
BRN TABBY,Spayed,6,2/19/17,NORMAL,STRAY,10
BRN TABBY,Spayed,6,2/19/17,NORMAL,STRAY,10
BRN TABBY,Spayed,7,4/20/17,NORMAL,STRAY,10
BRN TABBY,Male,6,5/5/17,NORMAL,STRAY,10
BLACK,Male,8,5/31/17,NORMAL,OWNER SURRENDER,10
BRN TABBY,Neutered,6,5/31/17,FERAL,STRAY,10
BRN TABBY,Spayed,6,5/31/17,FERAL,STRAY,10
BRN TABBY,Spayed,6,5/31/17,FERAL,STRAY,10
BRN TABBY,Male,6,7/9/17,NORMAL,STRAY,10
WHITE,Female,6,8/7/17,ILL MILD,STRAY,10
SEAL PT,Male,6,8/17/17,NORMAL,STRAY,10
BLACK,Spayed,7,9/7/17,NORMAL,OWNER SURRENDER,10
LYNX PT,Male,5,5/23/18,UNDER AGE/WEIGHT,STRAY,10
GRAY TABBY,Neutered,8,7/1/18,NORMAL,OWNER SURRENDER,10
BROWN,Neutered,9,7/1/18,NORMAL,OWNER SURRENDER,10
GRAY,Neutered,8,8/2/18,NORMAL,STRAY,10
ORG TABBY,Male,5,11/9/18,FRACTIOUS,STRAY,10
GRAY,Female,4,1/12/19,NORMAL,STRAY,10
WHITE,Neutered,5,2/17/19,NORMAL,STRAY,10
WHITE,Spayed,4,5/29/19,NORMAL,STRAY,10
ORG TABBY,Neutered,4,6/17/19,NORMAL,STRAY,10
CALICO,Spayed,4,8/20/19,INJURED  SEVERE,OWNER SURRENDER,10
BRN TABBY,Neutered,4,12/8/19,NORMAL,STRAY,10
BRN TABBY,Spayed,4,1/19/20,NORMAL,STRAY,10
SEAL PT,Neutered,4,3/11/20,NORMAL,STRAY,10
GRAY,Spayed,4,5/2/20,FRACTIOUS,STRAY,10
GRAY,Neutered,4,5/2/20,NORMAL,STRAY,10
WHITE,Spayed,3,6/16/20,FRACTIOUS,STRAY,10
BRN TABBY,Neutered,3,6/21/20,NORMAL,STRAY,10
BLACK,Neutered,8,7/12/20,NORMAL,OWNER SURRENDER,10
BRN TABBY,Spayed,3,7/16/20,NORMAL,STRAY,10
BLACK,Spayed,3,8/20/20,NORMAL,STRAY,10
CALICO TAB,Spayed,3,9/16/20,NORMAL,STRAY,10
GRAY,Neutered,3,9/30/20,NORMAL,STRAY,10
BLACK,Spayed,3,10/20/20,UNDER AGE/WEIGHT,STRAY,10
BLACK,Neutered,3,11/5/20,UNDER AGE/WEIGHT,STRAY,10
BRN TABBY,Spayed,3,12/13/20,INJURED  MILD,STRAY,10
SNOWSHOE,Spayed,3,2/15/21,NORMAL,STRAY,10
BROWN,Neutered,4,4/6/21,ILL MILD,STRAY,10
BLACK,Spayed,2,4/19/21,FRACTIOUS,STRAY,10
LYNX PT,Spayed,2,5/16/21,ILL MILD,STRAY,10
GRAY,Neutered,2,8/11/21,NORMAL,STRAY,10
GRAY,Neutered,4,11/7/21,NORMAL,RETURN,10
CALICO,Spayed,2,11/12/21,NORMAL,STRAY,10
BLACK,Neutered,5,1/20/22,INJURED  MILD,STRAY,10
SLVR TABBY,Neutered,2,1/23/22,NORMAL,OWNER SURRENDER,10
BRN TABBY,Spayed,4,2/23/22,NORMAL,STRAY,10
ORG TABBY,Neutered,12,3/3/22,INJURED  SEVERE,OWNER SURRENDER,10
BLACK,Spayed,2,3/22/22,NORMAL,STRAY,10
GRAY TABBY,Spayed,4,4/6/22,INJURED  MILD,STRAY,10
CALICO,Spayed,3,5/12/22,NORMAL,STRAY,10
BRN TABBY,Spayed,1,5/26/22,UNDER AGE/WEIGHT,STRAY,10
ORG TABBY,Neutered,1,7/4/22,NORMAL,STRAY,10
BLACK,Neutered,1,7/17/22,ILL MILD,STRAY,10
BLACK,Neutered,1,8/4/22,ILL MILD,STRAY,10
CREAM,Spayed,1,8/21/22,NORMAL,STRAY,10
GRAY,Spayed,1,10/12/22,UNDER AGE/WEIGHT,STRAY,10
BLACK,Spayed,0,12/21/22,ILL MILD,STRAY,10
GRAY TABBY,Spayed,1,2/5/23,ILL MILD,STRAY,10
BLACK,Female,7,1/20/17,NORMAL,STRAY,9
SEAL PT,Neutered,7,2/16/17,NORMAL,STRAY,9
GRAY TABBY,Male,6,5/23/17,FERAL,STRAY,9
TORTIE,Spayed,8,7/13/17,NORMAL,STRAY,9
ORG TABBY,Male,6,8/4/17,NORMAL,STRAY,9
SEAL PT,Male,8,8/5/17,NORMAL,STRAY,9
GRAY TABBY,Male,6,8/13/17,NORMAL,STRAY,9
GRAY TABBY,Male,6,8/13/17,NORMAL,STRAY,9
ORG TABBY,Male,7,11/1/17,NORMAL,STRAY,9
CALICO,Female,6,12/22/17,NORMAL,STRAY,9
BLACK,Neutered,8,2/26/18,NORMAL,STRAY,9
GRAY,Male,5,6/28/18,NORMAL,STRAY,9
BLACK,Male,10,7/17/18,NORMAL,STRAY,9
CALICO,Spayed,6,2/17/19,NORMAL,STRAY,9
CALICO DIL,Spayed,5,3/29/19,NORMAL,STRAY,9
GRAY TABBY,Neutered,6,6/6/19,INJURED  MILD,STRAY,9
BROWN,Male,4,6/19/19,NORMAL,STRAY,9
GRAY TABBY,Spayed,4,6/21/19,UNDER AGE/WEIGHT,STRAY,9
SEAL PT,Male,7,8/30/19,NORMAL,STRAY,9
GRAY TABBY,Neutered,4,1/19/20,NORMAL,STRAY,9
GRAY,Neutered,4,2/5/20,NORMAL,STRAY,9
GRAY,Neutered,3,2/6/20,NORMAL,STRAY,9
GRAY,Neutered,3,2/6/20,NORMAL,STRAY,9
GRAY,Neutered,3,2/6/20,NORMAL,STRAY,9
ORANGE,Neutered,6,2/21/20,BEHAVIOR  SEVERE,OWNER SURRENDER,9
ORG TABBY,Neutered,4,3/13/20,NORMAL,STRAY,9
WHITE,Neutered,3,7/23/20,NORMAL,STRAY,9
WHITE,Neutered,3,7/27/20,NORMAL,STRAY,9
BLACK,Neutered,3,8/27/20,NORMAL,OWNER SURRENDER,9
BLACK,Spayed,3,8/27/20,NORMAL,RETURN,9
BLACK,Neutered,3,9/17/20,ILL MILD,STRAY,9
ORG TABBY,Neutered,13,10/12/20,FRACTIOUS,STRAY,9
BRN TABBY,Neutered,3,10/21/20,NORMAL,STRAY,9
TAN,Neutered,3,10/23/20,NORMAL,STRAY,9
ORG TABBY,Neutered,3,10/26/20,NORMAL,STRAY,9
BLACK,Neutered,3,11/5/20,NORMAL,STRAY,9
BLACK,Neutered,10,3/17/21,INJURED  MODERATE,STRAY,9
GRAY TABBY,Neutered,3,5/21/21,NORMAL,OWNER SURRENDER,9
BLACK,Spayed,2,5/24/21,NORMAL,STRAY,9
BLACK,Neutered,2,5/24/21,NORMAL,STRAY,9
GRAY TABBY,Spayed,2,5/31/21,NORMAL,STRAY,9
ORG TABBY,Neutered,2,6/2/21,NORMAL,STRAY,9
CRM TABBY,Neutered,2,8/9/21,NORMAL,STRAY,9
WHITE,Spayed,2,8/9/21,NORMAL,STRAY,9
BLACK,Neutered,2,9/9/21,NORMAL,STRAY,9
GRAY,Neutered,2,9/9/21,NORMAL,STRAY,9
ORANGE,Spayed,12,2/24/22,NORMAL,OWNER SURRENDER,9
SEAL PT,Neutered,3,3/9/22,NORMAL,OWNER SURRENDER,9
ORANGE,Neutered,3,4/21/22,NORMAL,OWNER SURRENDER,9
CALICO DIL,Spayed,1,4/28/22,UNDER AGE/WEIGHT,STRAY,9
ORG TABBY,Neutered,1,4/28/22,UNDER AGE/WEIGHT,STRAY,9
GRAY TABBY,Neutered,4,5/10/22,NORMAL,STRAY,9
GRAY TABBY,Spayed,1,5/16/22,INJURED  MILD,STRAY,9
BLACK,Spayed,1,5/19/22,NORMAL,STRAY,9
BRN TABBY,Neutered,1,5/26/22,UNDER AGE/WEIGHT,STRAY,9
BLACK,Neutered,1,6/3/22,UNDER AGE/WEIGHT,STRAY,9
GRAY TABBY,Neutered,1,7/15/22,NORMAL,STRAY,9
GRAY,Spayed,1,8/22/22,NORMAL,STRAY,9
GRAY TABBY,Spayed,1,10/31/22,NORMAL,STRAY,9
BLACK,Spayed,3,12/8/22,NORMAL,STRAY,9
WHITE,Spayed,1,12/15/22,INJURED  MILD,STRAY,9
GRAY,Spayed,1,2/17/23,NORMAL,STRAY,9
BLACK,Spayed,8,3/28/23,NORMAL,WELFARE SEIZED,9
WHITE,Spayed,8,3/28/23,NORMAL,WELFARE SEIZED,9
ORANGE,Neutered,0,4/20/23,UNDER AGE/WEIGHT,STRAY,9
BLACK,Spayed,0,4/20/23,NORMAL,STRAY,9
WHITE,Spayed,0,7/27/23,I/I REPORT,RETURN,9
GRAY,Female,9,1/18/17,NORMAL,STRAY,8
BRN TABBY,Female,8,4/4/17,INJURED  SEVERE,STRAY,8
BRN TABBY,Female,6,5/18/17,NORMAL,STRAY,8
WHITE,Male,6,5/27/17,NORMAL,STRAY,8
BRN TABBY,Neutered,9,6/8/17,NORMAL,STRAY,8
ORG TABBY,Neutered,16,7/29/17,NORMAL,STRAY,8
ORG TABBY,Male,6,8/30/17,NORMAL,STRAY,8
GRAY,Female,6,9/22/17,NORMAL,STRAY,8
GRAY,Neutered,7,10/20/17,NORMAL,STRAY,8
ORG TABBY,Male,6,11/2/17,NORMAL,STRAY,8
BRN TABBY,Female,6,11/15/17,NORMAL,STRAY,8
BRN TABBY,Male,7,12/1/17,NORMAL,STRAY,8
BLACK,Female,6,12/9/17,NORMAL,STRAY,8
ORG TABBY,Male,6,1/13/18,INJURED  SEVERE,STRAY,8
TORTIE,Female,8,3/28/18,NORMAL,STRAY,8
CALICO,Female,8,4/21/18,NORMAL,STRAY,8
CREAM,Female,6,5/6/18,NORMAL,STRAY,8
WHITE,Female,5,6/6/18,NORMAL,STRAY,8
TORTIE,Female,5,6/14/18,NORMAL,STRAY,8
BLACK,Female,5,6/23/18,NORMAL,STRAY,8
BRN TABBY,Male,5,6/23/18,NORMAL,STRAY,8
GRAY TABBY,Spayed,5,8/3/18,NORMAL,STRAY,8
GRAY,Male,5,11/24/18,NORMAL,STRAY,8
GRAY,Male,5,11/24/18,NORMAL,STRAY,8
BLACK,Spayed,5,4/27/19,NORMAL,STRAY,8
ORG TABBY,Neutered,4,5/18/19,NORMAL,STRAY,8
BLACK,Neutered,4,6/7/19,UNDER AGE/WEIGHT,STRAY,8
BRN TABBY,Female,4,6/7/19,UNDER AGE/WEIGHT,STRAY,8
BLACK,Spayed,4,6/7/19,UNDER AGE/WEIGHT,STRAY,8
BLACK,Neutered,4,6/13/19,UNDER AGE/WEIGHT,STRAY,8
ORANGE,Male,4,6/13/19,UNDER AGE/WEIGHT,STRAY,8
BLACK,Neutered,4,6/13/19,UNDER AGE/WEIGHT,STRAY,8
ORG TABBY,Female,4,6/17/19,UNDER AGE/WEIGHT,STRAY,8
BRN TABBY,Female,4,6/20/19,NORMAL,STRAY,8
BLACK,Spayed,6,7/26/19,NORMAL,OWNER SURRENDER,8
ORG TABBY,Neutered,4,8/9/19,NORMAL,STRAY,8
ORG TABBY,Male,4,8/9/19,NORMAL,STRAY,8
BLACK,Spayed,4,8/14/19,NORMAL,STRAY,8
ORANGE,Neutered,13,1/16/20,NORMAL,OWNER SURRENDER,8
GRAY,Spayed,5,1/21/20,NORMAL,RETURN,8
BLK SMOKE,Neutered,5,2/4/20,NORMAL,RETURN,8
BROWN,Spayed,4,2/6/20,NORMAL,STRAY,8
BLACK,Spayed,4,2/15/20,NORMAL,STRAY,8
WHITE,Spayed,4,3/28/20,NORMAL,STRAY,8
GRAY TABBY,Spayed,3,10/21/20,NORMAL,STRAY,8
GRAY TABBY,Neutered,3,10/21/20,NORMAL,STRAY,8
GRAY,Spayed,3,11/5/20,NORMAL,STRAY,8
BLACK,Neutered,14,12/23/20,ILL MODERATETE,STRAY,8
CALICO TAB,Spayed,3,3/19/21,NORMAL,STRAY,8
CALICO TAB,Spayed,3,3/19/21,NORMAL,STRAY,8
BLACK,Neutered,3,4/2/21,NORMAL,OWNER SURRENDER,8
GRAY,Neutered,3,5/21/21,NORMAL,STRAY,8
BLACK,Neutered,2,6/2/21,NORMAL,STRAY,8
ORG TABBY,Neutered,2,6/2/21,NORMAL,STRAY,8
ORG TABBY,Neutered,2,10/21/21,NORMAL,STRAY,8
CALICO,Spayed,2,11/12/21,NORMAL,STRAY,8
CALICO TAB,Spayed,4,2/23/22,NORMAL,STRAY,8
BLACK,Spayed,1,4/15/22,NORMAL,STRAY,8
BRN TABBY,Neutered,2,4/23/22,NORMAL,STRAY,8
ORG TABBY,Neutered,1,5/13/22,NORMAL,STRAY,8
GRAY TABBY,Neutered,13,5/25/22,NORMAL,OWNER SURRENDER,8
WHITE,Spayed,1,6/3/22,UNDER AGE/WEIGHT,STRAY,8
BRN TABBY,Spayed,3,7/20/22,NORMAL,OWNER SURRENDER,8
BLACK,Spayed,10,8/19/22,NORMAL,OWNER SURRENDER,8
GRAY,Neutered,0,12/21/22,FRACTIOUS,STRAY,8
ORG TABBY,Neutered,2,3/15/23,NORMAL,STRAY,8
GRAY TABBY,Neutered,3,4/7/23,INJURED  MILD,STRAY,8
SEAL PT,Spayed,0,4/20/23,NORMAL,STRAY,8
ORG TABBY,Neutered,0,5/12/23,NORMAL,STRAY,8
BLUE,Spayed,0,5/12/23,NORMAL,STRAY,8
ORANGE,Neutered,0,5/13/23,NORMAL,STRAY,8
BRN TABBY,Neutered,9,2/5/17,NORMAL,STRAY,7
BRN TABBY,Spayed,9,2/9/17,NORMAL,STRAY,7
CALICO,Spayed,7,2/18/17,NORMAL,STRAY,7
BRN TABBY,Spayed,6,6/9/17,UNDER AGE/WEIGHT,STRAY,7
GRAY,Neutered,6,8/4/17,NORMAL,STRAY,7
BRN TABBY,Female,6,8/18/17,NORMAL,STRAY,7
BRN TABBY,Male,6,9/16/17,NORMAL,STRAY,7
BROWN,Male,6,11/9/17,NORMAL,STRAY,7
WHITE,Female,6,11/16/17,NORMAL,STRAY,7
BLACK,Female,6,12/14/17,NORMAL,STRAY,7
GRAY,Female,6,12/15/17,NORMAL,STRAY,7
CALICO,Female,6,1/14/18,NORMAL,STRAY,7
BLACK,Male,5,1/14/18,NORMAL,STRAY,7
BLACK,Female,6,2/2/18,NORMAL,STRAY,7
BLACK,Male,6,4/6/18,ILL MODERATETE,STRAY,7
ORG TABBY,Neutered,7,5/10/18,NORMAL,STRAY,7
GRAY,Spayed,5,5/30/18,NORMAL,OWNER SURRENDER,7
WHITE,Neutered,9,6/22/18,ILL MILD,OWNER SURRENDER,7
BRN TABBY,Female,5,7/1/18,NORMAL,STRAY,7
BRN TABBY,Male,5,7/7/18,NORMAL,STRAY,7
GRAY TABBY,Neutered,5,9/20/18,NORMAL,STRAY,7
BLACK,Neutered,8,10/10/18,NORMAL,STRAY,7
BLACK,Male,5,10/26/18,NORMAL,STRAY,7
GRAY TABBY,Male,5,12/14/18,NORMAL,STRAY,7
ORANGE,Spayed,14,12/19/18,NORMAL,OWNER SURRENDER,7
BLACK,Female,5,1/16/19,NORMAL,STRAY,7
GRAY,Neutered,7,1/30/19,FRACTIOUS,STRAY,7
BLACK,Male,4,5/25/19,NORMAL,STRAY,7
BLACK,Male,4,6/6/19,UNDER AGE/WEIGHT,STRAY,7
GRAY,Female,6,6/21/19,NORMAL,STRAY,7
GRAY TABBY,Male,4,8/9/19,UNDER AGE/WEIGHT,STRAY,7
BRN TABBY,Female,4,8/9/19,UNDER AGE/WEIGHT,STRAY,7
GRAY,Spayed,4,8/15/19,NORMAL,STRAY,7
WHITE,Neutered,4,8/23/19,UNDER AGE/WEIGHT,STRAY,7
GRAY,Neutered,8,11/6/19,NORMAL,STRAY,7
BRN TABBY,Spayed,6,1/3/20,NORMAL,OWNER SURRENDER,7
SEAL PT,Neutered,6,1/8/20,NORMAL,STRAY,7
BLACK,Neutered,4,1/22/20,NORMAL,STRAY,7
GRAY,Neutered,5,1/25/20,FRACTIOUS,STRAY,7
CHOC PT,Spayed,4,2/26/20,NORMAL,STRAY,7
TORTIE DIL,Spayed,4,3/4/20,NORMAL,STRAY,7
BLACK,Spayed,3,5/20/20,NORMAL,STRAY,7
BLACK,Spayed,3,7/2/20,NORMAL,STRAY,7
ORG TABBY,Neutered,3,7/9/20,NORMAL,STRAY,7
TORTIE,Spayed,3,8/1/20,FRACTIOUS,STRAY,7
BLACK,Spayed,3,8/12/20,NORMAL,STRAY,7
CRM TIGER,Neutered,6,8/12/20,INJURED  MILD,STRAY,7
BLACK,Spayed,3,9/9/20,NORMAL,STRAY,7
CRM TABBY,Spayed,3,9/23/20,NORMAL,STRAY,7
ORG TABBY,Neutered,3,11/7/20,NORMAL,STRAY,7
BRN TABBY,Spayed,3,12/2/20,NORMAL,STRAY,7
WHITE,Spayed,3,12/9/20,NORMAL,STRAY,7
WHITE,Neutered,3,12/9/20,NORMAL,STRAY,7
BLACK,Neutered,3,12/9/20,NORMAL,STRAY,7
BRN TABBY,Spayed,3,3/10/21,NORMAL,STRAY,7
CALICO TAB,Spayed,3,3/10/21,NORMAL,STRAY,7
CHOC PT,Neutered,4,3/24/21,NORMAL,OWNER SURRENDER,7
GRAY,Neutered,9,4/3/21,NORMAL,OWNER SURRENDER,7
CALICO DIL,Spayed,9,4/3/21,NORMAL,OWNER SURRENDER,7
BLACK,Spayed,3,4/14/21,NORMAL,STRAY,7
WHITE,Neutered,2,4/14/21,UNDER AGE/WEIGHT,STRAY,7
TRICOLOR,Neutered,7,4/18/21,NORMAL,STRAY,7
SEAL PT,Neutered,7,4/18/21,NORMAL,STRAY,7
BLACK,Spayed,3,4/24/21,NORMAL,STRAY,7
BLACK,Neutered,4,4/28/21,NORMAL,STRAY,7
GRAY TABBY,Neutered,2,5/26/21,ILL MILD,STRAY,7
BLACK,Neutered,2,6/2/21,NORMAL,STRAY,7
CALICO,Female,18,6/9/21,NORMAL,OWNER SURRENDER,7
TORTIE,Spayed,2,10/22/21,NORMAL,STRAY,7
BLACK,Spayed,2,10/24/21,NORMAL,STRAY,7
TAN,Neutered,7,1/26/22,NORMAL,STRAY,7
WHITE,Spayed,1,5/6/22,UNDER AGE/WEIGHT,STRAY,7
WHITE,Spayed,1,5/12/22,NORMAL,STRAY,7
GRAY,Spayed,2,5/13/22,NORMAL,STRAY,7
CALICO TAB,Spayed,1,5/26/22,UNDER AGE/WEIGHT,STRAY,7
LC LYNX PT,Neutered,1,6/4/22,INJURED  MODERATE,STRAY,7
SILVER,Neutered,1,6/8/22,NORMAL,STRAY,7
GRAY TABBY,Neutered,1,6/8/22,NORMAL,STRAY,7
GRAY,Neutered,1,10/16/22,NORMAL,STRAY,7
BLK TABBY,Spayed,1,10/21/22,UNDER AGE/WEIGHT,STRAY,7
BROWN,Neutered,1,11/6/22,NORMAL,STRAY,7
BROWN,Neutered,1,11/6/22,NORMAL,STRAY,7
ORANGE,Neutered,1,11/13/22,NORMAL,STRAY,7
BRN TABBY,Neutered,5,12/22/22,NORMAL,OWNER SURRENDER,7
ORG TABBY,Neutered,2,1/20/23,NORMAL,OWNER SURRENDER,7
WHITE,Spayed,0,5/3/23,ILL MILD,STRAY,7
CALICO,Spayed,0,6/23/23,UNDER AGE/WEIGHT,STRAY,7
WHITE,Neutered,3,8/31/23,ILL MILD,STRAY,7
BLACK,Spayed,1,9/16/23,NORMAL,STRAY,7
WHITE,Female,7,1/6/17,NORMAL,STRAY,6
FLAME PT,Neutered,12,4/1/17,NORMAL,STRAY,6
BRN TABBY,Spayed,7,6/14/17,NORMAL,OWNER SURRENDER,6
ORANGE,Female,6,6/23/17,NORMAL,OWNER SURRENDER,6
BRN TABBY,Female,6,8/13/17,NORMAL,STRAY,6
ORG TABBY,Neutered,6,10/8/17,NORMAL,STRAY,6
ORG TABBY,Neutered,6,10/8/17,NORMAL,STRAY,6
CALICO,Spayed,6,10/8/17,NORMAL,STRAY,6
BRN TABBY,Neutered,6,10/8/17,NORMAL,STRAY,6
BRN TABBY,Spayed,6,10/8/17,NORMAL,STRAY,6
ORG TABBY,Spayed,6,10/8/17,NORMAL,STRAY,6
BLACK,Male,6,10/17/17,NORMAL,STRAY,6
GRAY TABBY,Neutered,11,11/16/17,NORMAL,STRAY,6
ORG TABBY,Male,6,12/4/17,NORMAL,STRAY,6
GRAY,Male,6,12/27/17,NORMAL,OWNER SURRENDER,6
BRN TABBY,Male,6,1/17/18,NORMAL,STRAY,6
GRAY,Male,6,1/24/18,NORMAL,STRAY,6
BRN TABBY,Neutered,8,1/28/18,NORMAL,STRAY,6
GRAY,Spayed,16,5/31/18,NORMAL,OWNER SURRENDER,6
CALICO,Female,5,8/16/18,NORMAL,STRAY,6
ORG TABBY,Male,5,8/17/18,NORMAL,STRAY,6
GRAY TABBY,Female,5,12/14/18,NORMAL,STRAY,6
TORTIE,Spayed,7,4/18/19,NORMAL,STRAY,6
ORANGE,Neutered,4,4/18/19,NORMAL,STRAY,6
GRAY,Neutered,4,5/15/19,UNDER AGE/WEIGHT,STRAY,6
BLACK,Neutered,4,5/15/19,UNDER AGE/WEIGHT,STRAY,6
ORANGE,Spayed,4,6/13/19,UNDER AGE/WEIGHT,STRAY,6
BRN TABBY,Male,4,6/13/19,UNDER AGE/WEIGHT,STRAY,6
BRN TABBY,Female,4,6/21/19,UNDER AGE/WEIGHT,STRAY,6
GRAY TABBY,Neutered,4,6/21/19,UNDER AGE/WEIGHT,STRAY,6
BRN TABBY,Neutered,4,6/21/19,UNDER AGE/WEIGHT,STRAY,6
CHOC PT,Neutered,4,7/26/19,UNDER AGE/WEIGHT,STRAY,6
BLACK,Neutered,4,10/5/19,UNDER AGE/WEIGHT,STRAY,6
BLUE,Neutered,4,11/16/19,NORMAL,OWNER SURRENDER,6
BLACK,Spayed,4,1/3/20,NORMAL,STRAY,6
BLACK,Spayed,5,1/22/20,NORMAL,OWNER SURRENDER,6
BLACK,Neutered,9,2/22/20,NORMAL,OWNER SURRENDER,6
BRN TABBY,Spayed,3,6/11/20,NORMAL,STRAY,6
ORG TABBY,Neutered,3,6/22/20,NORMAL,STRAY,6
TORTIE,Spayed,3,7/10/20,NORMAL,STRAY,6
TORTIE,Spayed,3,7/10/20,NORMAL,STRAY,6
GRAY TABBY,Neutered,3,7/31/20,NORMAL,STRAY,6
BRN TABBY,Neutered,3,8/15/20,NORMAL,STRAY,6
GRAY TABBY,Neutered,3,8/27/20,NORMAL,STRAY,6
CREAM,Spayed,4,10/17/20,NORMAL,STRAY,6
BLACK,Spayed,3,12/20/20,NORMAL,STRAY,6
GRAY TABBY,Neutered,3,1/9/21,FRACTIOUS,STRAY,6
BRN TABBY,Spayed,3,2/11/21,NORMAL,STRAY,6
BLACK,Neutered,2,3/6/21,NORMAL,STRAY,6
WHITE,Spayed,2,3/6/21,NORMAL,STRAY,6
SEAL PT,Spayed,2,3/6/21,NORMAL,STRAY,6
BLACK,Neutered,2,3/6/21,NORMAL,STRAY,6
BLACK,Neutered,2,3/6/21,NORMAL,STRAY,6
ORG TABBY,Neutered,4,3/13/21,INJURED  SEVERE,STRAY,6
GRAY,Spayed,3,3/25/21,NORMAL,STRAY,6
