Primary_Color,Sex,Age,Intake_Date,Intake_Condition,Intake_Type,days_stayed,Primary_Color_encoded,Sex_encoded,Intake_Condition_encoded,Intake_Type_encoded
GRAY,Spayed,10,2/13/22,NORMAL,OWNER SURRENDER,21,15,3,13,1
BLACK,Neutered,3,3/19/22,NORMAL,OWNER SURRENDER,21,0,2,13,1
BRN TABBY,Neutered,2,4/3/22,ILL MILD,STRAY,21,5,2,7,3
BLACK,Spayed,1,4/29/22,UNDER AGE/WEIGHT,STRAY,21,0,3,14,3
GRAY,Neutered,1,6/30/22,UNDER AGE/WEIGHT,STRAY,21,15,2,14,3
TRICOLOR,Spayed,4,7/29/22,ILL MILD,RETURN,21,31,3,7,2
ORANGE,Neutered,1,8/11/22,UNDER AGE/WEIGHT,STRAY,21,21,2,14,3
BLACK,Neutered,4,9/29/22,INJURED  MODERATE,STRAY,21,0,2,11,3
BLK TABBY,Neutered,1,11/26/22,NORMAL,STRAY,21,2,2,13,3
BRN TABBY,Spayed,1,12/21/22,NORMAL,STRAY,21,5,3,13,3
GRAY TABBY,Neutered,1,12/21/22,NORMAL,STRAY,21,16,2,13,3
CALICO,Spayed,8,3/29/23,NORMAL,OWNER SURRENDER,21,8,3,13,1
GRAY,Neutered,2,7/5/23,INJURED  SEVERE,STRAY,21,15,2,12,3
ORANGE,Neutered,6,7/22/17,NORMAL,CONFISCATE,20,21,2,13,0
BLACK,Spayed,6,8/4/17,NORMAL,STRAY,20,0,3,13,3
BLACK,Neutered,6,8/4/17,NORMAL,STRAY,20,0,2,13,3
WHITE,Neutered,22,8/6/17,NORMAL,OWNER SURRENDER,20,32,2,13,1
BLACK,Spayed,6,3/4/18,NORMAL,STRAY,20,0,3,13,3
BRN TABBY,Neutered,5,7/29/18,UNDER AGE/WEIGHT,STRAY,20,5,2,14,3
SNOWSHOE,Neutered,5,9/16/18,NORMAL,STRAY,20,26,2,13,3
BRN TABBY,Female,5,12/1/18,FRACTIOUS,STRAY,20,5,0,5,3
ORANGE,Neutered,11,2/1/19,NORMAL,STRAY,20,21,2,13,3
CALICO TAB,Female,4,6/2/19,UNDER AGE/WEIGHT,STRAY,20,10,0,14,3
BRN TABBY,Female,6,8/3/19,NORMAL,STRAY,20,5,0,13,3
BRN TABBY,Spayed,3,9/7/19,FRACTIOUS,STRAY,20,5,3,5,3
ORANGE,Neutered,4,11/16/19,NORMAL,STRAY,20,21,2,13,3
ORG TABBY,Neutered,4,12/13/19,NORMAL,STRAY,20,22,2,13,3
GRAY,Spayed,6,12/22/19,NORMAL,STRAY,20,15,3,13,3
WHITE,Neutered,6,5/7/20,NORMAL,OWNER SURRENDER,20,32,2,13,1
ORANGE,Neutered,17,6/25/20,AGED,OWNER SURRENDER,20,21,2,0,1
BLACK,Neutered,12,7/10/20,BEHAVIOR  MODERATE,OWNER SURRENDER,20,0,2,2,1
CRM TABBY,Neutered,3,7/19/20,NORMAL,STRAY,20,13,2,13,3
BLACK,Spayed,3,8/27/20,NORMAL,OWNER SURRENDER,20,0,3,13,1
WHITE,Spayed,3,10/3/20,INJURED  MILD,STRAY,20,32,3,10,3
BLACK,Neutered,3,10/16/20,NORMAL,STRAY,20,0,2,13,3
BRN TABBY,Neutered,5,11/4/20,NORMAL,STRAY,20,5,2,13,3
WHITE,Spayed,4,11/13/20,NORMAL,OWNER SURRENDER,20,32,3,13,1
CALICO,Spayed,4,4/16/21,NORMAL,OWNER SURRENDER,20,8,3,13,1
BLK TABBY,Neutered,2,7/1/21,NORMAL,STRAY,20,2,2,13,3
BLACK,Neutered,4,3/15/22,NORMAL,OWNER SURRENDER,20,0,2,13,1
BLACK,Neutered,3,4/10/22,INJURED  MILD,STRAY,20,0,2,10,3
BLACK,Spayed,1,5/8/22,UNDER AGE/WEIGHT,STRAY,20,0,3,14,3
GRAY,Spayed,1,5/15/22,NORMAL,STRAY,20,15,3,13,3
BLACK,Neutered,1,6/2/22,NORMAL,STRAY,20,0,2,13,3
BLACK,Spayed,1,6/9/22,ILL MILD,STRAY,20,0,3,7,3
BLACK,Neutered,1,6/9/22,ILL MILD,STRAY,20,0,2,7,3
GRAY TABBY,Neutered,1,6/12/22,UNDER AGE/WEIGHT,STRAY,20,16,2,14,3
BLACK,Neutered,1,6/19/22,NORMAL,STRAY,20,0,2,13,3
BLACK,Neutered,1,9/11/22,FRACTIOUS,STRAY,20,0,2,5,3
WHITE,Neutered,5,10/2/22,NORMAL,STRAY,20,32,2,13,3
BLACK,Spayed,10,1/19/23,NORMAL,WELFARE SEIZED,20,0,3,13,4
CALICO DIL,Spayed,4,1/21/23,BEHAVIOR  MODERATE,OWNER SURRENDER,20,9,3,2,1
GRAY TABBY,Spayed,5,3/2/23,NORMAL,OWNER SURRENDER,20,16,3,13,1
BLACK,Spayed,7,3/10/17,NORMAL,STRAY,19,0,3,13,3
BLACK,Male,6,5/18/17,NORMAL,STRAY,19,0,1,13,3
BRN TABBY,Female,6,5/18/17,NORMAL,STRAY,19,5,0,13,3
CALICO,Spayed,6,7/23/17,NORMAL,STRAY,19,8,3,13,3
WHITE,Female,6,8/6/17,NORMAL,STRAY,19,32,0,13,3
WHITE,Male,6,9/16/17,UNDER AGE/WEIGHT,STRAY,19,32,1,14,3
CRM TABBY,Female,5,5/27/18,NORMAL,STRAY,19,13,0,13,3
CALICO TAB,Female,5,10/9/18,NORMAL,STRAY,19,10,0,13,3
TAN,Female,5,11/24/18,NORMAL,STRAY,19,27,0,13,3
SEAL PT,Spayed,5,12/1/18,FRACTIOUS,STRAY,19,24,3,5,3
GRAY,Spayed,4,6/7/19,NORMAL,STRAY,19,15,3,13,3
WHITE,Neutered,6,12/20/19,FRACTIOUS,STRAY,19,32,2,5,3
BRN TABBY,Spayed,4,1/11/20,ILL MILD,STRAY,19,5,3,7,3
BLUE PT,Neutered,11,3/2/20,NORMAL,CONFISCATE,19,4,2,13,0
LYNX PT,Neutered,3,4/23/20,UNDER AGE/WEIGHT,STRAY,19,20,2,14,3
BRN TABBY,Spayed,3,6/23/20,NORMAL,STRAY,19,5,3,13,3
BLACK,Spayed,3,6/27/20,NORMAL,STRAY,19,0,3,13,3
BLACK,Neutered,3,7/2/20,NORMAL,STRAY,19,0,2,13,3
BRN TABBY,Spayed,5,8/4/20,NORMAL,RETURN,19,5,3,13,2
ORANGE,Neutered,3,10/16/20,NORMAL,STRAY,19,21,2,13,3
BLACK,Spayed,8,10/16/20,NORMAL,WELFARE SEIZED,19,0,3,13,4
BRN TABBY,Neutered,3,10/30/20,UNDER AGE/WEIGHT,STRAY,19,5,2,14,3
ORANGE,Neutered,4,12/25/20,ILL MILD,STRAY,19,21,2,7,3
SEAL PT,Spayed,4,2/6/21,NORMAL,STRAY,19,24,3,13,3
GRAY,Neutered,2,5/11/21,UNDER AGE/WEIGHT,STRAY,19,15,2,14,3
ORG TABBY,Neutered,5,7/18/21,NORMAL,STRAY,19,22,2,13,3
TORTIE,Spayed,2,8/30/21,UNDER AGE/WEIGHT,STRAY,19,29,3,14,3
CALICO TAB,Spayed,2,9/4/21,INJURED  MODERATE,STRAY,19,10,3,11,3
ORG TABBY,Neutered,4,2/17/23,INJURED  MODERATE,STRAY,19,22,2,11,3
ORG TABBY,Male,7,2/2/17,NORMAL,STRAY,18,22,1,13,3
ORANGE,Male,9,4/13/17,NORMAL,CONFISCATE,18,21,1,13,0
ORG TABBY,Neutered,6,7/5/17,NORMAL,STRAY,18,22,2,13,3
ORG TABBY,Male,6,7/7/17,NORMAL,STRAY,18,22,1,13,3
GRAY,Neutered,10,12/9/17,NORMAL,STRAY,18,15,2,13,3
ORANGE,Neutered,8,4/28/18,INJURED  MILD,STRAY,18,21,2,10,3
WHITE,Neutered,14,7/28/18,NORMAL,OWNER SURRENDER,18,32,2,13,1
SEAL PT,Spayed,5,12/1/18,FRACTIOUS,STRAY,18,24,3,5,3
BRN TABBY,Neutered,6,12/19/18,FRACTIOUS,OWNER SURRENDER,18,5,2,5,1
TORTIE,Spayed,4,6/2/19,UNDER AGE/WEIGHT,STRAY,18,29,3,14,3
CALICO TAB,Female,4,6/26/19,NORMAL,STRAY,18,10,0,13,3
BLACK,Female,4,6/26/19,NORMAL,STRAY,18,0,0,13,3
BLACK,Female,4,6/26/19,NORMAL,STRAY,18,0,0,13,3
BLACK,Spayed,4,12/8/19,NORMAL,STRAY,18,0,3,13,3
ORANGE,Neutered,6,2/1/20,NORMAL,OWNER SURRENDER,18,21,2,13,1
BROWN,Neutered,13,2/2/20,NORMAL,OWNER SURRENDER,18,7,2,13,1
CALICO,Spayed,3,8/16/20,NORMAL,STRAY,18,8,3,13,3
BLK SMOKE,Spayed,3,10/18/20,NORMAL,STRAY,18,1,3,13,3
WHITE,Spayed,3,12/6/20,NORMAL,CONFISCATE,18,32,3,13,0
CALICO,Spayed,7,3/6/21,NORMAL,STRAY,18,8,3,13,3
SEAL PT,Spayed,10,4/5/21,INJURED  MODERATE,STRAY,18,24,3,11,3
ORG TABBY,Neutered,5,4/10/21,NORMAL,OWNER SURRENDER,18,22,2,13,1
ORG TABBY,Neutered,2,7/23/21,NORMAL,STRAY,18,22,2,13,3
GRAY,Neutered,2,10/4/21,INJURED  MODERATE,STRAY,18,15,2,11,3
GRAY TABBY,Spayed,2,10/23/21,UNDER AGE/WEIGHT,STRAY,18,16,3,14,3
CALICO TAB,Spayed,2,10/23/21,UNDER AGE/WEIGHT,STRAY,18,10,3,14,3
ORANGE,Neutered,8,3/27/22,ILL MILD,STRAY,18,21,2,7,3
BRN TABBY,Spayed,4,5/28/22,NORMAL,STRAY,18,5,3,13,3
BRN TABBY,Neutered,1,6/15/22,UNDER AGE/WEIGHT,STRAY,18,5,2,14,3
BLACK,Spayed,1,10/1/22,ILL MILD,STRAY,18,0,3,7,3
BLACK,Spayed,1,10/5/22,ILL MILD,STRAY,18,0,3,7,3
BLACK,Neutered,5,1/21/23,NORMAL,WELFARE SEIZED,18,0,2,13,4
BLACK,Neutered,5,1/29/23,INJURED  MODERATE,STRAY,18,0,2,11,3
BLACK,Spayed,8,2/26/23,NORMAL,STRAY,18,0,3,13,3
GRAY,Male,6,6/30/17,NORMAL,STRAY,17,15,1,13,3
GRAY,Neutered,19,8/23/17,NORMAL,OWNER SURRENDER,17,15,2,13,1
BRN TABBY,Male,6,12/28/17,FERAL,STRAY,17,5,1,4,3
BLACK,Neutered,5,5/23/18,FRACTIOUS,STRAY,17,0,2,5,3
BRN TABBY,Spayed,6,8/1/18,NORMAL,STRAY,17,5,3,13,3
WHITE,Neutered,14,10/20/18,FRACTIOUS,OWNER SURRENDER,17,32,2,5,1
BLACK,Neutered,6,4/18/19,NORMAL,STRAY,17,0,2,13,3
GRAY,Neutered,6,7/31/19,NORMAL,OWNER SURRENDER,17,15,2,13,1
GRAY,Neutered,4,10/31/19,NORMAL,STRAY,17,15,2,13,3
CALICO TAB,Spayed,4,12/1/19,NORMAL,STRAY,17,10,3,13,3
BLACK,Neutered,4,12/1/19,BEHAVIOR  MODERATE,STRAY,17,0,2,2,3
GRAY TABBY,Spayed,4,12/22/19,NORMAL,OWNER SURRENDER,17,16,3,13,1
BRN TABBY,Spayed,3,7/22/20,NORMAL,OWNER SURRENDER,17,5,3,13,1
ORANGE,Neutered,3,7/23/20,INJURED  MODERATE,STRAY,17,21,2,11,3
TORTIE DIL,Spayed,3,8/16/20,UNDER AGE/WEIGHT,STRAY,17,30,3,14,3
GRAY TABBY,Neutered,3,8/19/20,NORMAL,STRAY,17,16,2,13,3
ORG TABBY,Neutered,3,8/19/20,NORMAL,STRAY,17,22,2,13,3
GRAY TABBY,Neutered,3,9/10/20,NORMAL,STRAY,17,16,2,13,3
BLACK,Spayed,3,9/27/20,INJURED  MODERATE,STRAY,17,0,3,11,3
GRAY TABBY,Spayed,3,11/5/20,FRACTIOUS,STRAY,17,16,3,5,3
BLACK,Neutered,3,11/8/20,NORMAL,STRAY,17,0,2,13,3
BLACK,Neutered,3,12/3/20,FRACTIOUS,STRAY,17,0,2,5,3
BRN TABBY,Spayed,3,12/20/20,NORMAL,STRAY,17,5,3,13,3
ORG TABBY,Neutered,5,2/11/21,NORMAL,STRAY,17,22,2,13,3
ORG TABBY,Neutered,4,5/11/21,ILL MILD,STRAY,17,22,2,7,3
BRN TABBY,Spayed,2,5/26/21,FRACTIOUS,STRAY,17,5,3,5,3
TRICOLOR,Spayed,11,8/4/21,NORMAL,OWNER SURRENDER,17,31,3,13,1
TRICOLOR,Neutered,2,9/15/21,NORMAL,STRAY,17,31,2,13,3
GRAY TABBY,Spayed,2,12/22/21,ILL MILD,STRAY,17,16,3,7,3
WHITE,Neutered,16,1/29/22,AGED,OWNER SURRENDER,17,32,2,0,1
ORG TABBY,Neutered,2,2/16/22,INJURED  MODERATE,STRAY,17,22,2,11,3
TORTIE,Spayed,1,4/7/22,UNDER AGE/WEIGHT,STRAY,17,29,3,14,3
CREAM,Spayed,1,6/15/22,UNDER AGE/WEIGHT,STRAY,17,12,3,14,3
BRN TABBY,Spayed,1,6/19/22,ILL MILD,STRAY,17,5,3,7,3
BLACK,Neutered,1,9/1/22,UNDER AGE/WEIGHT,STRAY,17,0,2,14,3
GRAY TABBY,Neutered,1,9/1/22,UNDER AGE/WEIGHT,STRAY,17,16,2,14,3
TORTIE,Spayed,3,10/30/22,NORMAL,OWNER SURRENDER,17,29,3,13,1
GRAY TABBY,Neutered,1,10/31/22,NORMAL,STRAY,17,16,2,13,3
GRAY TABBY,Neutered,4,12/18/22,ILL MODERATETE,STRAY,17,16,2,8,3
GRAY,Spayed,1,12/21/22,NORMAL,STRAY,17,15,3,13,3
ORANGE,Neutered,1,3/22/23,NORMAL,STRAY,17,21,2,13,3
GRAY,Neutered,0,4/19/23,UNDER AGE/WEIGHT,STRAY,17,15,2,14,3
GRAY,Neutered,0,4/19/23,UNDER AGE/WEIGHT,STRAY,17,15,2,14,3
BLACK,Spayed,0,4/23/23,UNDER AGE/WEIGHT,STRAY,17,0,3,14,3
BLACK,Neutered,0,5/2/23,I/I REPORT,STRAY,17,0,2,6,3
TORTIE DIL,Spayed,1,10/8/23,NORMAL,RETURN,17,30,3,13,2
BLACK,Female,7,1/6/17,NORMAL,STRAY,16,0,0,13,3
BLACK,Male,7,1/6/17,NORMAL,STRAY,16,0,1,13,3
BLACK,Neutered,9,2/9/17,FERAL,STRAY,16,0,2,4,3
BRN TABBY,Female,7,2/24/17,NORMAL,STRAY,16,5,0,13,3
BLACK,Spayed,9,5/25/17,NORMAL,STRAY,16,0,3,13,3
GRAY,Female,6,6/16/17,NORMAL,STRAY,16,15,0,13,3
BLACK,Neutered,6,7/28/17,NORMAL,STRAY,16,0,2,13,3
GRAY,Female,8,8/3/17,NORMAL,STRAY,16,15,0,13,3
BLACK,Female,7,9/9/17,NORMAL,STRAY,16,0,0,13,3
BLACK,Female,6,11/11/17,FERAL,STRAY,16,0,0,4,3
GRAY,Male,6,11/19/17,NORMAL,STRAY,16,15,1,13,3
CALICO,Female,7,2/2/18,NORMAL,OWNER SURRENDER,16,8,0,13,1
BLACK,Female,5,5/18/18,UNDER AGE/WEIGHT,STRAY,16,0,0,14,3
GRAY TABBY,Spayed,5,5/25/18,UNDER AGE/WEIGHT,STRAY,16,16,3,14,3
LYNX PT,Spayed,5,5/25/18,NORMAL,STRAY,16,20,3,13,3
GRAY TABBY,Female,5,9/6/18,NORMAL,STRAY,16,16,0,13,3
CREAM,Neutered,8,1/11/19,INJURED  MILD,STRAY,16,12,2,10,3
GRAY TABBY,Female,12,2/1/19,NORMAL,OWNER SURRENDER,16,16,0,13,1
WHITE,Neutered,7,5/3/19,NORMAL,STRAY,16,32,2,13,3
BLACK,Neutered,4,5/26/19,NORMAL,STRAY,16,0,2,13,3
BRN TABBY,Spayed,5,8/22/19,NORMAL,STRAY,16,5,3,13,3
WHITE,Male,4,12/19/19,NORMAL,OWNER SURRENDER,16,32,1,13,1
ORANGE,Spayed,4,2/5/20,INJURED  MILD,STRAY,16,21,3,10,3
CALICO,Spayed,3,6/24/20,NORMAL,STRAY,16,8,3,13,3
BLACK,Spayed,3,7/28/20,ILL MILD,OWNER SURRENDER,16,0,3,7,1
GRAY TABBY,Spayed,4,8/12/20,NORMAL,STRAY,16,16,3,13,3
BLACK,Spayed,3,9/9/20,NORMAL,STRAY,16,0,3,13,3
BLACK,Spayed,8,10/1/20,NORMAL,STRAY,16,0,3,13,3
GRAY TABBY,Neutered,3,10/30/20,NORMAL,STRAY,16,16,2,13,3
GRAY,Spayed,7,10/30/20,NORMAL,OWNER SURRENDER,16,15,3,13,1
BRN TABBY,Neutered,3,11/19/20,NORMAL,STRAY,16,5,2,13,3
CHOC PT,Neutered,4,5/3/21,NORMAL,OWNER SURRENDER,16,11,2,13,1
WHITE,Neutered,6,6/23/21,BEHAVIOR  MILD,RETURN,16,32,2,1,2
BLUE,Neutered,4,10/13/21,NORMAL,STRAY,16,3,2,13,3
BLACK,Spayed,2,10/22/21,NORMAL,STRAY,16,0,3,13,3
WHITE,Neutered,8,12/23/21,ILL MILD,OWNER SURRENDER,16,32,2,7,1
SEAL PT,Neutered,4,3/14/22,NORMAL,OWNER SURRENDER,16,24,2,13,1
BRN TABBY,Spayed,1,5/26/22,ILL MILD,STRAY,16,5,3,7,3
GRAY TABBY,Spayed,1,5/26/22,NORMAL,STRAY,16,16,3,13,3
ORANGE,Spayed,8,6/6/22,NORMAL,WELFARE SEIZED,16,21,3,13,4
BLACK,Spayed,1,7/15/22,NORMAL,STRAY,16,0,3,13,3
GRAY,Spayed,3,9/30/22,NORMAL,STRAY,16,15,3,13,3
BLACK,Neutered,1,11/30/22,NORMAL,RETURN,16,0,2,13,2
GRAY,Neutered,4,1/26/23,INJURED  MILD,STRAY,16,15,2,10,3
ORANGE,Neutered,1,6/16/23,INJURED  MODERATE,STRAY,16,21,2,11,3
BLACK,Spayed,22,3/22/17,NORMAL,OWNER SURRENDER,15,0,3,13,1
CALICO,Female,14,6/9/17,NORMAL,OWNER SURRENDER,15,8,0,13,1
CALICO,Female,6,7/5/17,NORMAL,STRAY,15,8,0,13,3
GRAY,Spayed,9,7/27/17,NORMAL,STRAY,15,15,3,13,3
ORG TABBY,Female,10,8/16/17,NORMAL,STRAY,15,22,0,13,3
ORANGE,Spayed,6,12/22/17,NORMAL,OWNER SURRENDER,15,21,3,13,1
BLACK,Male,6,1/14/18,NORMAL,STRAY,15,0,1,13,3
BRN TABBY,Neutered,14,2/16/18,NORMAL,OWNER SURRENDER,15,5,2,13,1
BRN TABBY,Spayed,7,6/15/18,NORMAL,STRAY,15,5,3,13,3
CHOC PT,Neutered,7,12/28/18,INJURED  MODERATE,STRAY,15,11,2,11,3
SEAL PT,Neutered,4,6/1/19,UNDER AGE/WEIGHT,STRAY,15,24,2,14,3
BLACK,Neutered,8,6/5/19,NORMAL,STRAY,15,0,2,13,3
BLACK,Female,9,7/26/19,NORMAL,STRAY,15,0,0,13,3
BRN TABBY,Female,4,8/28/19,NORMAL,STRAY,15,5,0,13,3
BRN TABBY,Female,4,8/28/19,NORMAL,STRAY,15,5,0,13,3
GRAY TABBY,Neutered,4,9/5/19,NORMAL,STRAY,15,16,2,13,3
TORTIE,Female,4,9/19/19,UNDER AGE/WEIGHT,STRAY,15,29,0,14,3
GRAY,Spayed,4,12/19/19,NORMAL,OWNER SURRENDER,15,15,3,13,1
GRAY,Neutered,4,12/20/19,INJURED  MILD,STRAY,15,15,2,10,3
BRN TABBY,Spayed,6,1/3/20,NORMAL,STRAY,15,5,3,13,3
SEAL PT,Female,3,7/2/20,NORMAL,STRAY,15,24,0,13,3
BRN TABBY,Spayed,3,8/15/20,FRACTIOUS,STRAY,15,5,3,5,3
ORG TABBY,Neutered,3,8/19/20,NORMAL,STRAY,15,22,2,13,3
GRAY,Spayed,6,8/27/20,NORMAL,WELFARE SEIZED,15,15,3,13,4
TRICOLOR,Spayed,4,10/8/20,NORMAL,STRAY,15,31,3,13,3
BLK TABBY,Spayed,3,10/21/20,NORMAL,STRAY,15,2,3,13,3
CALICO,Spayed,3,11/20/20,NORMAL,STRAY,15,8,3,13,3
WHITE,Neutered,3,11/20/20,NORMAL,STRAY,15,32,2,13,3
GRAY,Neutered,6,2/12/21,INJURED  MILD,STRAY,15,15,2,10,3
GRAY TABBY,Spayed,5,3/19/21,ILL SEVERE,STRAY,15,16,3,9,3
BLACK,Spayed,2,4/23/21,FRACTIOUS,STRAY,15,0,3,5,3
CALICO,Spayed,5,7/3/21,NORMAL,STRAY,15,8,3,13,3
BLACK,Neutered,9,9/3/21,ILL MILD,STRAY,15,0,2,7,3
GRAY,Neutered,2,9/7/21,NORMAL,STRAY,15,15,2,13,3
GRAY TABBY,Spayed,2,10/14/21,NORMAL,STRAY,15,16,3,13,3
GRAY,Neutered,2,2/22/22,NORMAL,OWNER SURRENDER,15,15,2,13,1
GRAY,Spayed,2,2/22/22,NORMAL,OWNER SURRENDER,15,15,3,13,1
GRAY TABBY,Spayed,2,3/24/22,INJURED  MODERATE,STRAY,15,16,3,11,3
BLACK,Neutered,1,5/26/22,ILL MILD,STRAY,15,0,2,7,3
ORANGE,Neutered,1,6/24/22,UNDER AGE/WEIGHT,STRAY,15,21,2,14,3
BLACK,Spayed,2,7/1/22,ILL MODERATETE,STRAY,15,0,3,8,3
WHITE,Neutered,9,8/20/22,INJURED  MODERATE,STRAY,15,32,2,11,3
GRAY,Spayed,1,9/1/22,UNDER AGE/WEIGHT,STRAY,15,15,3,14,3
GRAY TABBY,Spayed,1,10/1/22,ILL MILD,STRAY,15,16,3,7,3
GRAY,Neutered,1,1/6/23,ILL MILD,STRAY,15,15,2,7,3
CRM TABBY,Neutered,10,4/4/23,NORMAL,WELFARE SEIZED,15,13,2,13,4
ORANGE,Spayed,1,4/25/23,ILL MILD,STRAY,15,21,3,7,3
GRAY TABBY,Spayed,1,6/23/23,NORMAL,STRAY,15,16,3,13,3
GRAY,Female,8,4/9/17,NORMAL,STRAY,14,15,0,13,3
WHITE,Female,6,5/17/17,NORMAL,STRAY,14,32,0,13,3
BLACK,Female,6,5/25/17,NORMAL,STRAY,14,0,0,13,3
BRN TABBY,Male,6,6/18/17,NORMAL,STRAY,14,5,1,13,3
GRAY,Male,6,7/24/17,ILL MILD,STRAY,14,15,1,7,3
BLACK,Female,6,7/28/17,NORMAL,STRAY,14,0,0,13,3
GRAY TABBY,Spayed,6,7/29/17,NORMAL,STRAY,14,16,3,13,3
GRAY TABBY,Female,6,8/13/17,NORMAL,STRAY,14,16,0,13,3
WHITE,Spayed,6,12/9/17,NORMAL,STRAY,14,32,3,13,3
BLACK,Female,16,1/5/18,NORMAL,OWNER SURRENDER,14,0,0,13,1
BLACK,Female,6,2/22/18,NORMAL,STRAY,14,0,0,13,3
BRN TABBY,Spayed,5,5/25/18,NORMAL,STRAY,14,5,3,13,3
BRN TABBY,Neutered,5,5/25/18,NORMAL,STRAY,14,5,2,13,3
CREAM,Male,5,7/27/18,NORMAL,STRAY,14,12,1,13,3
CALICO,Spayed,8,9/7/18,NORMAL,OWNER SURRENDER,14,8,3,13,1
GRAY,Neutered,6,9/8/18,NORMAL,STRAY,14,15,2,13,3
WHITE,Male,4,6/2/19,UNDER AGE/WEIGHT,STRAY,14,32,1,14,3
TAN,Female,4,6/14/19,UNDER AGE/WEIGHT,STRAY,14,27,0,14,3
CALICO,Spayed,7,8/1/19,NORMAL,STRAY,14,8,3,13,3
BLACK,Spayed,5,8/9/19,NORMAL,OWNER SURRENDER,14,0,3,13,1
FLAME PT,Neutered,6,8/14/19,NORMAL,STRAY,14,14,2,13,3
ORANGE,Neutered,4,11/16/19,NORMAL,STRAY,14,21,2,13,3
BLACK,Female,4,11/23/19,NORMAL,STRAY,14,0,0,13,3
GRAY TABBY,Neutered,7,12/26/19,NORMAL,STRAY,14,16,2,13,3
GRAY TABBY,Spayed,4,1/15/20,ILL MILD,STRAY,14,16,3,7,3
GRAY TABBY,Spayed,4,2/5/20,NORMAL,RETURN,14,16,3,13,2
BLACK,Spayed,4,2/12/20,NORMAL,STRAY,14,0,3,13,3
GRAY,Neutered,4,7/25/20,INJURED  MILD,STRAY,14,15,2,10,3
BLACK,Spayed,6,7/29/20,NORMAL,OWNER SURRENDER,14,0,3,13,1
GRAY,Neutered,3,7/30/20,NORMAL,RETURN,14,15,2,13,2
BLACK,Neutered,3,9/12/20,NORMAL,STRAY,14,0,2,13,3
GRAY,Spayed,5,9/20/20,NORMAL,STRAY,14,15,3,13,3
GRAY,Neutered,4,10/23/20,NORMAL,STRAY,14,15,2,13,3
BLACK,Spayed,3,11/6/20,NORMAL,STRAY,14,0,3,13,3
BLACK,Spayed,3,12/2/20,FRACTIOUS,STRAY,14,0,3,5,3
SNOWSHOE,Neutered,3,12/2/20,FRACTIOUS,STRAY,14,26,2,5,3
ORG TABBY,Neutered,7,2/10/21,NORMAL,STRAY,14,22,2,13,3
SEAL PT,Spayed,3,2/10/21,NORMAL,STRAY,14,24,3,13,3
LYNX PT,Spayed,3,2/25/21,NORMAL,WELFARE SEIZED,14,20,3,13,4
BLACK,Neutered,3,4/10/21,NORMAL,OWNER SURRENDER,14,0,2,13,1
BRN TABBY,Spayed,2,8/11/21,NORMAL,STRAY,14,5,3,13,3
BLACK,Neutered,14,9/2/21,NORMAL,OWNER SURRENDER,14,0,2,13,1
BRN TABBY,Neutered,2,10/13/21,NORMAL,STRAY,14,5,2,13,3
BLACK,Spayed,2,12/29/21,NORMAL,STRAY,14,0,3,13,3
GRAY,Neutered,7,1/20/22,WELFARE SEIZURES,CONFISCATE,14,15,2,15,0
GRAY TABBY,Spayed,4,3/19/22,NORMAL,WELFARE SEIZED,14,16,3,13,4
ORG TABBY,Neutered,6,3/19/22,NORMAL,WELFARE SEIZED,14,22,2,13,4
BLACK,Spayed,2,3/30/22,NORMAL,WELFARE SEIZED,14,0,3,13,4
BLACK,Neutered,2,3/30/22,NORMAL,WELFARE SEIZED,14,0,2,13,4
BLACK,Spayed,3,4/3/22,NORMAL,OWNER SURRENDER,14,0,3,13,1
CALICO,Spayed,4,4/20/22,WELFARE SEIZURES,WELFARE SEIZED,14,8,3,15,4
BRN TABBY,Spayed,1,5/7/22,UNDER AGE/WEIGHT,STRAY,14,5,3,14,3
ORANGE,Neutered,1,5/20/22,INJURED  SEVERE,STRAY,14,21,2,12,3
BRN TABBY,Neutered,1,5/26/22,NORMAL,STRAY,14,5,2,13,3
BRN TABBY,Neutered,1,9/1/22,NORMAL,RETURN,14,5,2,13,2
BRN TABBY,Neutered,1,10/12/22,UNDER AGE/WEIGHT,STRAY,14,5,2,14,3
TRICOLOR,Spayed,1,10/16/22,NORMAL,STRAY,14,31,3,13,3
BRN TABBY,Spayed,12,2/18/23,ILL MODERATETE,STRAY,14,5,3,8,3
ORANGE,Neutered,5,3/29/23,NORMAL,OWNER SURRENDER,14,21,2,13,1
BLUE PT,Neutered,0,5/4/23,NORMAL,WELFARE SEIZED,14,4,2,13,4
BLUE PT,Spayed,0,5/4/23,NORMAL,WELFARE SEIZED,14,4,3,13,4
ORG TABBY,Neutered,14,2/23/17,NORMAL,STRAY,13,22,2,13,3
GRAY TABBY,Male,6,5/23/17,FERAL,STRAY,13,16,1,4,3
WHITE,Spayed,8,5/28/17,NORMAL,STRAY,13,32,3,13,3
CALICO DIL,Spayed,7,7/3/17,NORMAL,STRAY,13,9,3,13,3
BLACK,Female,6,7/7/17,NORMAL,STRAY,13,0,0,13,3
LC LYNX PT,Male,6,7/15/17,NORMAL,STRAY,13,18,1,13,3
BRN TABBY,Spayed,9,7/29/17,NORMAL,STRAY,13,5,3,13,3
CALICO TAB,Spayed,6,7/29/17,NORMAL,STRAY,13,10,3,13,3
