Animal ID,Name,DateTime,MonthYear,Date of Birth,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color
A730593,Angie,01/31/2017 02:46:00 PM,Jan 2017,07/07/2015,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Calico
A746623,*Yoda,04/10/2017 11:35:00 AM,Apr 2017,11/05/2016,Adoption,,Cat,Intact Male,5 months,Domestic Shorthair Mix,Brown Tabby
A838645,*Starla,08/11/2021 04:31:00 PM,Aug 2021,05/11/2021,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Calico
A687433,Joplin,10/12/2014 11:37:00 AM,Oct 2014,08/04/2014,Adoption,,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Black
A842289,*Cheddar,10/21/2021 05:35:00 PM,Oct 2021,08/07/2021,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Orange Tabby/White
A791609,,06/22/2019 05:30:00 PM,Jun 2019,03/23/2019,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Blue/White
A822709,,11/07/2020 03:22:00 PM,Nov 2020,08/17/2020,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby
A805971,,11/01/2019 07:25:00 PM,Nov 2019,07/28/2019,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Brown Tabby/White
A844801,A844801,11/01/2021 04:21:00 PM,Nov 2021,08/05/2021,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black
A785268,Hotdog,12/10/2018 02:03:00 PM,Dec 2018,11/29/2016,Adoption,,Cat,Spayed Female,2 years,Domestic Longhair Mix,Blue Tabby
A780555,Pipsqueak,09/21/2018 04:37:00 PM,Sep 2018,05/06/2018,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Calico
A749534,*Turkey,07/01/2017 07:52:00 PM,Jul 2017,04/01/2017,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
A748820,Izzy,06/02/2017 05:55:00 PM,Jun 2017,04/04/2017,Adoption,Foster,Cat,Spayed Female,1 month,Domestic Shorthair Mix,Brown Tabby/White
A765832,Luna,02/01/2018 04:37:00 PM,Feb 2018,07/28/2017,Adoption,,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Tortie
A744993,Kc,03/11/2017 12:31:00 PM,Mar 2017,06/07/2016,Adoption,,Cat,Spayed Female,9 months,Domestic Shorthair Mix,Brown Tabby/White
A749072,Penny,07/07/2017 01:53:00 PM,Jul 2017,05/12/2011,Adoption,,Cat,Spayed Female,6 years,Domestic Shorthair Mix,Orange Tabby
A884737,Camila,08/21/2023 04:49:00 PM,Aug 2023,04/07/2023,Adoption,Foster,Cat,Spayed Female,4 months,Domestic Shorthair,Torbie
A800527,Blueberry,09/20/2019 07:14:00 PM,Sep 2019,06/25/2019,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby
A886680,*Tortellini,08/21/2023 04:29:00 PM,Aug 2023,04/09/2023,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair,Tortie
A667008,Meerka,11/24/2013 01:32:00 PM,Nov 2013,09/11/2013,Adoption,,Cat,Intact Female,2 months,Domestic Shorthair Mix,Blue
A782829,*Uno,12/05/2018 04:43:00 PM,Dec 2018,09/29/2018,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A752730,Yola,09/05/2017 11:42:00 AM,Sep 2017,05/15/2017,Adoption,Foster,Cat,Intact Female,3 months,Domestic Shorthair Mix,Blue
A746400,*Poppy,04/26/2017 05:45:00 PM,Apr 2017,02/27/2017,Adoption,Foster,Cat,Neutered Male,1 month,Domestic Medium Hair Mix,Black/White
A797771,Roscoe,08/03/2019 02:24:00 PM,Aug 2019,05/02/2019,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black/White
A707449,,07/16/2015 06:42:00 PM,Jul 2015,05/13/2015,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A886760,Manchitas,08/21/2023 04:22:00 PM,Aug 2023,04/10/2023,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair,Black/White
A886664,Raya,08/21/2023 04:38:00 PM,Aug 2023,05/09/2023,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Black
A841383,,10/02/2021 12:25:00 PM,Oct 2021,07/26/2021,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Black/White
A666089,*Cye,11/14/2013 05:17:00 PM,Nov 2013,08/26/2013,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A782726,*Ellis,11/15/2018 07:14:00 PM,Nov 2018,07/20/2018,Adoption,,Cat,Intact Male,3 months,Domestic Shorthair Mix,Gray
A719120,Margot,06/02/2016 05:49:00 PM,Jun 2016,01/13/2010,Adoption,,Cat,Spayed Female,6 years,Siamese Mix,Tortie Point
A782608,*Sophia,12/05/2018 06:30:00 PM,Dec 2018,09/26/2018,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Torbie/White
A650637,Sophie,07/06/2014 03:04:00 PM,Jul 2014,03/30/2011,Adoption,,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Brown Tabby
A886623,*Dreamsicle,08/21/2023 04:08:00 PM,Aug 2023,08/08/2021,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair,Orange Tabby/White
A842350,*Almond,10/20/2021 03:18:00 PM,Oct 2021,08/11/2021,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Blue Tabby
A780527,,12/30/2018 04:57:00 PM,Dec 2018,06/30/2018,Adoption,,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Tortie
A844713,*Selena,11/07/2021 04:29:00 PM,Nov 2021,08/12/2021,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Black
A735784,*Arabella,02/11/2017 08:39:00 AM,Feb 2017,08/17/2016,Adoption,Foster,Cat,Spayed Female,5 months,Domestic Medium Hair Mix,Black/White
A767780,Sasha,03/08/2019 11:44:00 AM,Mar 2019,09/06/2013,Adoption,,Cat,Spayed Female,5 years,Domestic Medium Hair Mix,Calico
A823874,*Orson,11/13/2020 01:36:00 PM,Nov 2020,10/01/2018,Adoption,Foster,Cat,Neutered Male,2 years,Domestic Medium Hair Mix,Brown Tabby/White
A766640,,02/17/2018 07:16:00 PM,Feb 2018,04/13/2017,Adoption,,Cat,Spayed Female,10 months,Domestic Shorthair Mix,Brown Tabby
A686210,Kya,06/13/2015 02:08:00 PM,Jun 2015,08/18/2001,Adoption,Foster,Cat,Spayed Female,13 years,Pixiebob Shorthair Mix,Brown Tabby
A803330,,09/03/2019 04:37:00 PM,Sep 2019,05/01/2019,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair,Brown Tabby
A812134,,01/23/2020 01:14:00 PM,Jan 2020,01/16/2018,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,Black
A836905,Mochi,06/29/2021 05:46:00 PM,Jun 2021,03/15/2021,Adoption,,Cat,Neutered Male,3 months,Domestic Medium Hair Mix,Blue Tabby
A727062,*Faith,07/02/2016 05:43:00 PM,Jul 2016,04/10/2016,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White
A686555,Bella,10/04/2014 12:17:00 PM,Oct 2014,03/23/2014,Adoption,Foster,Cat,Spayed Female,6 months,Domestic Longhair Mix,Torbie
A759543,Jinxy,11/06/2017 05:45:00 PM,Nov 2017,06/03/2017,Adoption,,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Torbie
A827317,Sam,01/20/2021 12:41:00 PM,Jan 2021,10/18/2019,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Brown Tabby
A802812,*Loui,11/27/2019 09:43:00 AM,Nov 2019,08/03/2019,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair,Blue Tabby
A819187,Miss Kitty,07/16/2020 12:00:00 AM,Jul 2020,06/23/2008,Adoption,,Cat,Spayed Female,12 years,Domestic Shorthair,Black/White
A886639,*Wednesday,08/21/2023 05:01:00 PM,Aug 2023,05/24/2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Black
A804751,Midnight Shadow,10/16/2019 06:05:00 PM,Oct 2019,07/18/2019,Adoption,,Cat,Spayed Female,2 months,Domestic Medium Hair,Black
A823511,,11/14/2020 12:36:00 PM,Nov 2020,07/24/2020,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby
A830373,Claire,06/08/2021 05:45:00 PM,Jun 2021,03/08/2020,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair,Brown Tabby
A853365,*Remy,04/06/2022 06:08:00 PM,Apr 2022,03/17/2020,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair,Blue Tabby
A885789,Rainy,08/21/2023 05:48:00 PM,Aug 2023,06/09/2023,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby/White
A820098,*Oreo,08/26/2020 01:32:00 PM,Aug 2020,07/12/2018,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair,Black/White
A886765,Wren,08/21/2023 05:08:00 PM,Aug 2023,05/10/2023,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Black/White
A748059,,05/30/2017 09:47:00 AM,May 2017,03/13/2017,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue Tabby/White
A695872,Mitzi,03/15/2015 06:47:00 PM,Mar 2015,12/27/2014,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby/White
A887226,*Groot,08/21/2023 05:28:00 PM,Aug 2023,06/24/2023,Adoption,,Cat,Intact Male,1 month,Domestic Shorthair,Orange Tabby
A887115,Perc,08/21/2023 05:58:00 PM,Aug 2023,03/31/2023,Adoption,,Cat,Neutered Male,4 months,Domestic Longhair,Orange Tabby
A839029,*Gobstopper,09/25/2021 01:04:00 PM,Sep 2021,05/23/2021,Adoption,Foster,Cat,Neutered Male,4 months,Domestic Shorthair,Brown Tabby
A884759,,08/21/2023 05:10:00 PM,Aug 2023,04/22/2023,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair,Torbie
A708741,*Kit Kat,09/09/2015 12:30:00 PM,Sep 2015,07/13/2015,Adoption,,Cat,Spayed Female,1 month,Domestic Shorthair Mix,Black/White
A823070,Luna,03/02/2021 01:50:00 PM,Mar 2021,09/15/2019,Adoption,Foster,Cat,Spayed Female,1 year,Domestic Shorthair,Blue/White
A665474,*Molly,12/26/2013 05:56:00 PM,Dec 2013,08/27/2013,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black
A805515,Squishy,10/16/2019 04:43:00 PM,Oct 2019,07/01/2019,Adoption,,Cat,Neutered Male,3 months,Domestic Medium Hair,Black
A671939,Twitch,02/08/2014 01:48:00 PM,Feb 2014,02/01/2012,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby
A858675,*Bert Macklin,06/23/2022 03:52:00 PM,Jun 2022,04/22/2022,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby
A774405,,06/22/2018 07:09:00 PM,Jun 2018,03/14/2018,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black
A834491,*Seymour Skinner,06/24/2021 11:47:00 AM,Jun 2021,05/14/2020,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair,Black
A753205,Freya,07/07/2017 03:35:00 PM,Jul 2017,05/19/2017,Adoption,,Cat,Intact Female,1 month,Domestic Shorthair Mix,Cream Tabby
A885964,Weasley,08/21/2023 06:14:00 PM,Aug 2023,04/13/2023,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair,Orange Tabby/White
A717772,Socks,12/23/2015 06:53:00 PM,Dec 2015,10/01/2015,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White
A771940,*Archie,07/10/2018 07:40:00 AM,Jul 2018,04/05/2018,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Cream Tabby
A810653,,12/21/2019 05:47:00 PM,Dec 2019,09/02/2019,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Brown Tabby/White
A810780,,12/26/2019 04:23:00 PM,Dec 2019,09/11/2019,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Orange Tabby/White
A820136,*Mittens,08/05/2020 01:46:00 PM,Aug 2020,07/13/2018,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair,Black/White
A886884,Feyre,08/21/2023 06:24:00 PM,Aug 2023,11/12/2016,Adoption,,Cat,Spayed Female,6 years,Siamese,Lynx Point
A829777,,02/26/2021 11:31:00 AM,Feb 2021,02/22/2020,Adoption,,Cat,Spayed Female,1 year,Siamese,Black/Brown
A797321,Luna,08/19/2019 06:12:00 PM,Aug 2019,05/03/2019,Adoption,,Cat,Spayed Female,3 months,Domestic Medium Hair,Black
A833445,*Lucy,06/08/2021 10:27:00 AM,Jun 2021,03/22/2021,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Black
A675849,*Frosty,06/04/2014 12:40:00 PM,Jun 2014,03/25/2014,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Torbie/White
A751404,Gabriella,03/31/2020 01:35:00 PM,Mar 2020,03/07/2017,Adoption,Foster,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Blue Tabby/White
A837345,A837345,06/30/2021 04:27:00 PM,Jun 2021,03/30/2021,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Calico
A883544,*Jaco,08/21/2023 06:16:00 PM,Aug 2023,01/20/2022,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair,Black/White
A670547,Mint,02/02/2014 02:36:00 PM,Feb 2014,03/09/2013,Adoption,,Cat,Spayed Female,10 months,Domestic Shorthair Mix,Brown Tabby/White
A780218,Ruh,09/15/2018 02:30:00 PM,Sep 2018,03/11/2016,Adoption,,Cat,Neutered Male,2 years,Siamese Mix,Flame Point
A756554,*Orwell,09/20/2017 05:45:00 PM,Sep 2017,07/21/2017,Adoption,Foster,Cat,Neutered Male,1 month,Siamese Mix,Lynx Point
A884087,*Gizmo,08/21/2023 06:43:00 PM,Aug 2023,10/30/2022,Adoption,,Cat,Neutered Male,9 months,Domestic Shorthair,Black/White
A886440,*Mochi,08/21/2023 06:35:00 PM,Aug 2023,05/05/2023,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Cream Tabby
A842982,A842982,09/29/2021 06:11:00 PM,Sep 2021,07/24/2021,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue Tabby
A779776,,09/09/2018 05:08:00 PM,Sep 2018,06/05/2018,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby
A764109,Max,01/07/2021 03:41:00 PM,Jan 2021,10/21/2017,Adoption,Foster,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Orange Tabby/White
A789383,*Nina,06/04/2019 01:16:00 PM,Jun 2019,02/20/2012,Adoption,,Cat,Spayed Female,7 years,Domestic Shorthair Mix,Brown Tabby/White
A669813,Grayc,12/29/2013 06:17:00 PM,Dec 2013,10/12/2013,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby/White
A758915,Serenity,10/22/2017 11:35:00 AM,Oct 2017,03/23/2015,Adoption,,Cat,Spayed Female,2 years,Siamese Mix,Lilac Point
A625447,Thor,05/05/2018 03:59:00 PM,May 2018,02/24/2012,Adoption,,Cat,Neutered Male,6 years,Domestic Shorthair Mix,Brown Tabby
A738234,,11/16/2016 05:04:00 PM,Nov 2016,08/16/2016,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Brown Tabby/White
A776484,*Cashew,07/28/2018 05:50:00 PM,Jul 2018,03/11/2018,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Black/White
A726094,,05/10/2016 05:39:00 PM,May 2016,03/06/2016,Adoption,,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Blue/White
A685067,Lucy,08/14/2014 06:45:00 PM,Aug 2014,06/16/2014,Adoption,,Cat,Intact Female,1 month,Domestic Shorthair Mix,Blue Tabby/White
A837313,A837313,06/29/2021 04:58:00 PM,Jun 2021,03/21/2021,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby
A689069,*Wilma,11/15/2014 04:43:00 PM,Nov 2014,08/25/2014,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Tortie
A775453,*Susie Sue,09/26/2018 04:18:00 PM,Sep 2018,03/26/2018,Adoption,,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Torbie
A824919,*Mac,01/27/2021 08:43:00 AM,Jan 2021,08/28/2020,Adoption,Foster,Cat,Neutered Male,4 months,Domestic Shorthair,Black/White
A864831,*Pixie,09/28/2022 12:27:00 PM,Sep 2022,08/06/2022,Adoption,,Cat,Spayed Female,1 month,Domestic Shorthair,Black
A818503,*Colby Jack,07/29/2020 03:21:00 PM,Jul 2020,04/25/2020,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair,Orange Tabby
A819039,*Twister,07/16/2020 05:44:00 PM,Jul 2020,06/20/2019,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair,Cream Tabby
A794617,*Michael,08/03/2019 02:20:00 PM,Aug 2019,05/09/2019,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Blue Tabby
A714280,*Kourtney,12/22/2015 10:06:00 AM,Dec 2015,09/13/2015,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black
A779242,*Salem,10/12/2018 12:47:00 PM,Oct 2018,06/13/2018,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black
A751212,*Spartacus,08/12/2017 03:15:00 PM,Aug 2017,04/23/2017,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Blue
A884857,Toby,07/25/2023 06:04:00 PM,Jul 2023,03/25/2023,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair,Blue/White
A702205,Jax,05/14/2015 06:47:00 PM,May 2015,03/23/2015,Adoption,,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Brown Tabby
A824778,*Sabrina,01/08/2021 12:36:00 PM,Jan 2021,09/21/2020,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair,Tortie
A732793,Thomas,08/25/2016 03:35:00 PM,Aug 2016,08/13/2014,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Blue Tabby/White
A884857,Toby,10/05/2023 04:51:00 PM,Oct 2023,03/25/2023,Adoption,,Cat,Neutered Male,6 months,Domestic Shorthair,Blue/White
A512158,Jade,02/19/2015 02:15:00 PM,Feb 2015,04/28/2008,Adoption,,Cat,Spayed Female,6 years,Domestic Shorthair Mix,Blue Cream/Tortie
A797171,*Max,08/15/2019 05:45:00 PM,Aug 2019,04/10/2019,Adoption,,Cat,Neutered Male,4 months,Domestic Longhair,Brown Tabby
A765574,*Danny,01/25/2020 07:01:00 PM,Jan 2020,01/26/2013,Adoption,,Cat,Neutered Male,7 years,Domestic Shorthair Mix,Orange Tabby/White
A834885,*Molly,07/24/2021 04:25:00 PM,Jul 2021,04/27/2021,Adoption,,Cat,Spayed Female,2 months,Domestic Medium Hair,Black/White
A821027,,10/27/2020 10:59:00 AM,Oct 2020,07/24/2020,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair,Lilac Point
A886757,Buzz,08/21/2023 10:38:00 AM,Aug 2023,04/10/2023,Adoption,,Cat,Intact Male,4 months,Domestic Shorthair,Blue
A868950,Lulu,12/01/2022 05:54:00 PM,Dec 2022,11/10/2020,Adoption,,Cat,Spayed Female,2 years,Siamese Mix,Seal Point
A662402,*Alex,10/30/2013 02:33:00 PM,Oct 2013,08/10/2013,Adoption,Offsite,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black
A886438,*Boba,08/22/2023 01:32:00 PM,Aug 2023,05/05/2023,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Cream Tabby
A707108,,07/17/2015 05:06:00 PM,Jul 2015,05/05/2015,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
A840862,,08/24/2021 04:16:00 PM,Aug 2021,06/08/2021,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Orange Tabby
A733327,,08/24/2016 07:12:00 PM,Aug 2016,06/06/2016,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico
A682417,Paw,07/01/2014 06:33:00 PM,Jul 2014,04/21/2014,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby
A703426,*Leo,08/25/2015 08:38:00 AM,Aug 2015,04/24/2015,Adoption,Foster,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Brown Tabby
A795500,,07/30/2019 04:47:00 PM,Jul 2019,04/26/2019,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Blue Tabby
A689893,Penny Jane,12/17/2014 02:55:00 PM,Dec 2014,08/27/2014,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Tortie
A808783,*Cookie,01/15/2020 09:52:00 AM,Jan 2020,09/29/2019,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair,Black
A683958,*Mimi,08/30/2014 04:14:00 PM,Aug 2014,06/04/2014,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White
A751589,*Chester,06/23/2017 09:39:00 PM,Jun 2017,03/25/2017,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A768188,Luna,04/15/2018 03:45:00 PM,Apr 2018,09/14/2015,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Blue Tabby
A777653,,08/06/2018 05:39:00 PM,Aug 2018,06/01/2018,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
A808719,,11/19/2019 06:38:00 PM,Nov 2019,09/22/2019,Adoption,,Cat,Neutered Male,1 month,Domestic Medium Hair,Black
A711823,*Beau,11/10/2015 02:18:00 PM,Nov 2015,08/08/2015,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby
A886241,Daisy,08/22/2023 03:39:00 PM,Aug 2023,08/02/2021,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,Brown Tabby/White
A702138,*Kodiak,05/30/2015 04:41:00 PM,May 2015,03/29/2015,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A808607,Freya,01/02/2020 10:28:00 AM,Jan 2020,10/02/2019,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair,Tortie
A833785,,05/10/2021 04:56:00 PM,May 2021,09/05/2020,Adoption,,Cat,Spayed Female,8 months,Domestic Shorthair,White/Brown Tabby
A751115,*Cocoa,07/14/2017 08:59:00 AM,Jul 2017,05/04/2017,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Longhair Mix,Brown Tabby/White
A751065,*Zinn,06/18/2017 05:25:00 PM,Jun 2017,04/03/2017,Adoption,,Cat,Intact Male,2 months,Domestic Shorthair Mix,Orange Tabby
A747817,Annie,11/05/2018 06:16:00 PM,Nov 2018,04/25/2015,Adoption,,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Tortie
A888685,*Pamplemousse,10/05/2023 04:58:00 PM,Oct 2023,07/20/2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Black
A795832,,06/02/2019 05:29:00 PM,Jun 2019,03/19/2019,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
A889881,Ellie Rose,10/05/2023 04:08:00 PM,Oct 2023,04/16/2023,Adoption,,Cat,Spayed Female,5 months,Domestic Shorthair,Black
A773001,*Piper,06/23/2018 07:49:00 PM,Jun 2018,04/16/2018,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
A753044,*Eva,07/31/2017 06:10:00 PM,Jul 2017,05/22/2017,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby/White
A839430,A839430,07/22/2021 06:24:00 PM,Jul 2021,04/06/2021,Adoption,,Cat,Neutered Male,3 months,Siamese,Lynx Point
A773961,,06/16/2018 04:18:00 PM,Jun 2018,04/16/2018,Adoption,,Cat,Neutered Male,1 month,Domestic Medium Hair Mix,Brown Tabby
A667331,Cali,12/07/2013 02:13:00 PM,Dec 2013,07/01/2013,Adoption,,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Calico/Brown Tabby
A886662,Mischief,08/22/2023 04:38:00 PM,Aug 2023,08/09/2021,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,Brown Tabby/White
A842958,Salem,10/01/2021 11:24:00 AM,Oct 2021,01/23/2021,Adoption,,Cat,Spayed Female,8 months,Domestic Shorthair Mix,Black
A745493,*Waylon,03/24/2017 02:42:00 PM,Mar 2017,08/28/2016,Adoption,,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Brown Tabby
A887017,*Pineapple,08/22/2023 04:35:00 PM,Aug 2023,02/14/2023,Adoption,,Cat,Neutered Male,6 months,Domestic Shorthair Mix,White/Brown Tabby
A797013,*Shelby,07/28/2019 06:01:00 PM,Jul 2019,04/23/2019,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby/White
A727661,Boxer,06/18/2016 05:47:00 PM,Jun 2016,05/24/2014,Adoption,,Cat,Neutered Male,2 years,Domestic Longhair Mix,Black
A730425,*Ducky,09/07/2016 11:11:00 AM,Sep 2016,05/31/2016,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby
A633362,Diamond,09/14/2019 01:37:00 PM,Sep 2019,04/12/2012,Adoption,,Cat,Spayed Female,7 years,Domestic Shorthair Mix,Calico
A710678,Mocha,10/18/2015 05:08:00 PM,Oct 2015,08/26/2007,Adoption,,Cat,Spayed Female,8 years,Domestic Longhair Mix,Tortie
A717570,Django,12/15/2015 05:25:00 PM,Dec 2015,09/30/2015,Adoption,,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Orange Tabby/White
A743034,*Kit Kat,02/12/2017 06:05:00 PM,Feb 2017,12/02/2016,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Cream Tabby
A789224,,02/22/2019 04:29:00 PM,Feb 2019,06/22/2018,Adoption,,Cat,Spayed Female,8 months,Domestic Shorthair Mix,Blue Tabby/Cream
A815137,*Dustin,04/16/2020 08:59:00 AM,Apr 2020,02/11/2020,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,White/Orange Tabby
A679692,*Ruby,07/12/2014 07:24:00 PM,Jul 2014,05/24/2012,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby/White
A774708,Geralt,08/26/2018 03:56:00 PM,Aug 2018,06/04/2018,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black
A884766,*Elsa,08/22/2023 04:48:00 PM,Aug 2023,06/07/2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,White/Brown Tabby
A771249,,06/14/2018 07:10:00 PM,Jun 2018,04/17/2018,Adoption,,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Black
