Name,Type,Breed,Color,Sex,Size,Date Of Birth,Impound Number,Kennel Number,Animal ID,Intake Date,Outcome Date,Days in Shelter,Intake Type,Intake Subtype,Outcome Type,Outcome Subtype,Intake Condition,Outcome Condition,Intake Jurisdiction,Outcome Jurisdiction,Outcome Zip Code,Location,Count
RON,CAT,DOMESTIC SH,ORG TABBY,Neutered,SMALL,09/20/2010,K16-020803,CA02,A257249,09/17/2016,10/04/2016,17,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,*WINDSOR,SANTA ROSA,95409,"95409(38.46382, -122.67058)",1
*SAL,CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,KITTN,06/19/2014,K14-010371,CA02,A310338,08/19/2014,09/12/2014,24,STRAY,OVER THE COUNTER,ADOPTION,REFERRAL,TREATABLE/REHAB,HEALTHY,SANTA ROSA,COUNTY,95441,"95441(38.70854, -122.90737)",1
*ZIGGY,CAT,DOMESTIC SH,ORG TABBY,Neutered,KITTN,05/13/2018,K18-028825,CA03,A374315,06/27/2018,07/27/2018,30,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95446,"95446(38.503755, -122.993485)",1
*ROMEO,CAT,DOMESTIC SH,GRAY,Neutered,KITTN,04/21/2018,K18-029057,WESTFARM,A374598,07/10/2018,07/29/2018,19,STRAY,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.47164440000006, -122.7398255)",1
MYSTIQUE,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,10/10/2018,K20-037040,WESTFARM,A400899,10/10/2020,11/14/2020,35,STRAY,PHONE,ADOPTION,WESTFARM,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409(38.46382, -122.67058)",1
*MULAN,CAT,SIAMESE,LILAC PT,Spayed,SMALL,03/13/2022,K23-043737,CA02,A415276,01/31/2023,03/18/2023,46,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95404,"95404(38.44511, -122.708)",1
*XENA,CAT,DOMESTIC MH,BRN TABBY,Spayed,KITTN,07/10/2018,K18-029467,RECEIVING,A375358,08/14/2018,10/09/2018,56,STRAY,OVER THE COUNTER,ADOPTION,REFERRAL-O,TREATABLE/REHAB,TREATABLE/MANAGEABLE,SANTA ROSA,COUNTY,95403,"95403(38.47164440000006, -122.7398255)",1
*TUX,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,04/09/2014,K14-008786,WESTFARM,A306430,05/09/2014,06/27/2014,49,STRAY,OVER THE COUNTER,ADOPTION,WESTFARM,TREATABLE/REHAB,HEALTHY,SANTA ROSA,*WINDSOR,95492,"95492(38.541355, -122.80026)",1
DEXTER,CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,04/08/2014,K17-024319,CA02,A305363,07/08/2017,08/05/2017,28,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95441,"95441(38.70854, -122.90737)",1
LIL BROTHER,CAT,DOMESTIC MH,BLACK/WHITE,Neutered,SMALL,08/02/2007,K18-030454,CA02,A201582,10/31/2018,01/05/2019,66,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,COUNTY,95492,"95492(38.541355, -122.80026)",1
*PUMPKIN,CAT,DOMESTIC SH,ORG TABBY,Neutered,KITTN,03/19/2017,K17-023182,LOBBY,A351258,04/19/2017,05/19/2017,30,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,COUNTY,95404,"95404(38.44511, -122.708)",1
*SAM,CAT,SIAMESE,LYNX PT,Neutered,SMALL,10/12/2016,K18-027733,CA02,A370602,04/03/2018,04/13/2018,10,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95409,"95409(38.46382, -122.67058)",1
*SADIE,CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,KITTN,09/15/2014,K15-012994,WESTFARM,A312743,03/03/2015,03/07/2015,4,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.44366000000008, -122.72461629999998)",1
*FELIX,CAT,DOMESTIC MH,BLACK,Neutered,SMALL,09/02/2018,K19-031841,CA02,A385935,04/02/2019,04/17/2019,15,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95403,"95403(38.47164440000006, -122.7398255)",1
LOUISE,CAT,DOMESTIC SH,ORG TABBY,Spayed,KITTN,09/01/2016,K16-021359,LOBBY,A344629,10/28/2016,11/15/2016,18,STRAY,COMM CAT,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95439,"95439(38.4901851, -122.7701347)",1
*PHAROAH,CAT,DOMESTIC SH,BLACK,Neutered,KITTN,05/30/2016,K16-019720,LOBBY,A339475,07/09/2016,08/24/2016,46,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,OUT OF COUNTY,94109,"94109(37.79051, -122.421155)",1
*WILBUR,CAT,DOMESTIC SH,GRAY/WHITE,Neutered,SMALL,04/30/2020,K20-037543,CS05,A401808,12/18/2020,12/31/2020,13,STRAY,PHONE,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95403,"95403(38.47164440000006, -122.7398255)",1
FREDDIE,CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,07/19/2015,K15-015787,CA03,A326611,09/03/2015,10/29/2015,56,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,REFERRAL,TREATABLE/REHAB,HEALTHY,COUNTY,*ROHNERT PARK,94928,"94928(38.349330000000066, -122.69227999999998)",1
HARLEY,CAT,DOMESTIC LH,BRN TABBY,Neutered,KITTN,05/06/2015,K15-016177,LOBBY,A327799,09/29/2015,10/08/2015,9,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.47164440000006, -122.7398255)",1
HUNTER,CAT,DOMESTIC MH,GRAY,Neutered,SMALL,09/30/2002,K16-020969,MAC,A343050,09/30/2016,10/16/2016,16,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SPEC EVENT,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,94901,"94901(37.970234600000026, -122.5260879)",1
*DAVE,CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,06/02/2016,K16-020072,CS04,A340306,08/02/2016,08/16/2016,14,STRAY,COMM CAT,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,*WINDSOR,95492,"95492(38.541355, -122.80026)",1
*MIMZY,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,02/21/2018,K18-029955,CA02,A376245,09/21/2018,10/10/2018,19,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,*WINDSOR,COUNTY,95472,"95472(38.4007555, -122.8277055)",1
GOOSE,CAT,DOMESTIC SH,BLACK,Neutered,KITTN,03/07/2018,K18-027768,LOBBY,A370673,04/07/2018,05/02/2018,25,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409(38.46382, -122.67058)",1
*BONNIE,CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,04/19/2019,K19-032322,LOBBY,A387349,05/24/2019,06/20/2019,27,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,COUNTY,*WINDSOR,95492,"95492(38.541355, -122.80026)",1
*NELLIE,CAT,DOMESTIC SH,BLACK,Spayed,SMALL,01/31/2009,K17-022295,CA02,A347331,01/20/2017,02/07/2017,18,STRAY,COMM CAT,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409(38.46382, -122.67058)",1
*FEDORA,CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,KITTN,06/27/2022,K22-042623,CA02,A413402,09/27/2022,10/21/2022,24,STRAY,PHONE,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95401,"95401(38.44366000000008, -122.72461629999998)",1
*HARLEY,CAT,DOMESTIC LH,GRAY/WHITE,Neutered,KITTN,03/29/2017,K17-022985,WESTFARM,A350381,03/31/2017,06/13/2017,74,STRAY,FIELD,ADOPTION,WESTFARM,TREATABLE/REHAB,HEALTHY,COUNTY,SANTA ROSA,95401,"95401(38.44366000000008, -122.72461629999998)",1
*PRINCESS LEIA,CAT,DOMESTIC SH,BLACK,Spayed,KITTN,05/10/2015,K15-014103,LOBBY,A322342,05/22/2015,07/18/2015,57,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,*WINDSOR,95492,"95492(38.541355, -122.80026)",1
COCO,CAT,DOMESTIC LH,CALICO,Spayed,KITTN,05/23/2017,K17-024088,RECEIVING,A354246,06/23/2017,09/23/2017,92,STRAY,OVER THE COUNTER,ADOPTION,REFERRAL-O,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.44511, -122.708)",1
MITTENS,CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,SMALL,06/10/2011,K18-027837,CA02,A357605,04/12/2018,04/26/2018,14,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,TREATABLE/REHAB,HEALTHY,*WINDSOR,SANTA ROSA,95409,"95409(38.46382, -122.67058)",1
*ASLAN,CAT,DOMESTIC LH,GRAY TABBY,Neutered,SMALL,04/07/2014,K16-018368,CS05,A335348,04/07/2016,04/19/2016,12,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,COUNTY,95436,"95436(38.47872000000007, -122.890155)",1
LEMMY,CAT,DOMESTIC SH,GRAY/WHITE,Neutered,KITTN,04/27/2019,K19-032767,LOBBY,A389068,06/27/2019,07/09/2019,12,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95448,"95448(38.613965, -122.869825)",1
JOEY,CAT,DOMESTIC SH,GRAY TABBY,Neutered,KITTN,08/21/2013,K14-007408,LOBBY,A301854,01/21/2014,01/29/2014,8,TRANSFER,VET_HOSP,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,*WINDSOR,95492,"95492(38.541355, -122.80026)",1
GLORIA,CAT,PERSIAN,BRN TABBY,Spayed,SMALL,02/11/2003,K14-008048,CS04,A264818,03/12/2014,03/21/2014,9,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,SANTA ROSA,95401,"95401(38.44366000000008, -122.72461629999998)",1
*MINDY,CAT,DOMESTIC SH,ORG TABBY/WHITE,Spayed,SMALL,06/06/2015,K17-023652,CA02,A353293,05/26/2017,06/23/2017,28,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95476,"95476(38.288405, -122.464525)",1
*TRACY,CAT,DOMESTIC SH,GRAY/WHITE,Spayed,KITTN,05/26/2017,K17-024557,LOBBY,A355970,07/26/2017,08/11/2017,16,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95492,"95492(38.541355, -122.80026)",1
*BLAZE,CAT,SIAMESE,SEAL PT,Neutered,KITTN,05/01/2016,K16-019751,CS04,A339511,07/12/2016,08/17/2016,36,STRAY,OVER THE COUNTER,ADOPTION,REFERRAL,HEALTHY,HEALTHY,COUNTY,COUNTY,95442,"95442(38.3647404, -122.5281654)",1
*SULU,CAT,SCOTTISH FOLD/MIX,BRN TABBY,Neutered,KITTN,04/04/2019,K19-032565,LOBBY,A388192,06/11/2019,06/22/2019,11,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,,95337,"95337(37.7945712, -121.2313891)",1
FELLA,CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,KITTN,07/06/2018,K18-029708,LOBBY,A375763,09/04/2018,09/08/2018,4,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,89423,"89423(39.03496, -119.7425)",1
*AMY,CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,06/19/2016,K16-020453,CS04,A341588,08/24/2016,09/09/2016,16,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95403,"95403(38.47164440000006, -122.7398255)",1
IDA,CAT,HIMALAYAN,SEAL PT,Spayed,SMALL,05/16/2014,K19-032230,CA02,A387012,05/16/2019,07/02/2019,47,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,SANTA ROSA,95405,"95405(38.443415, -122.69178)",1
*ALBERT,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,06/15/2016,K16-020418,LOBBY,A341301,08/23/2016,09/03/2016,11,STRAY,COMM CAT,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95401,"95401(38.44366000000008, -122.72461629999998)",1
SABRINA,CAT,DOMESTIC SH,BLACK,Spayed,SMALL,06/12/2016,K19-032460,CA02,A387989,06/04/2019,06/14/2019,10,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95436,"95436(38.47872000000007, -122.890155)",1
*ARCHIE,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,09/03/2017,K17-026169,LOBBY,A363848,11/03/2017,11/18/2017,15,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,COUNTY,95403,"95403(38.47164440000006, -122.7398255)",1
FLASHY,CAT,DOMESTIC LH,CALICO,Spayed,SMALL,06/02/2014,K16-020048,WESTFARM,A337894,07/30/2016,08/02/2016,3,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409(38.46382, -122.67058)",1
KINKY,CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,12/05/2014,K15-013025,WESTFARM,A317558,03/05/2015,03/11/2015,6,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,COUNTY,COUNTY,95401,"95401(38.44366000000008, -122.72461629999998)",1
*RUSSEL,CAT,DOMESTIC MH,BLACK/WHITE,Neutered,KITTN,05/04/2014,K14-009599,WESTFARM,A308665,07/01/2014,07/10/2014,9,STRAY,FIELD,ADOPTION,WESTFARM,HEALTHY,HEALTHY,COUNTY,COUNTY,95403,"95403(38.47164440000006, -122.7398255)",1
*DELILAH,CAT,DOMESTIC SH,BLACK,Spayed,SMALL,07/20/2017,K17-026823,CA02,A366474,12/28/2017,01/05/2018,8,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,*WINDSOR,95492,"95492(38.541355, -122.80026)",1
STERLING,CAT,DOMESTIC SH,GRAY TABBY,Neutered,SMALL,01/12/2017,K23-043598,CA02,A414913,01/12/2023,02/04/2023,23,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,*WINDSOR,95492,"95492(38.541355, -122.80026)",1
*BELLA,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,07/30/2016,K16-021741,CA02,A345761,11/30/2016,12/09/2016,9,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,COUNTY,COUNTY,95403,"95403(38.47164440000006, -122.7398255)",1
*SQUEAK,CAT,DOMESTIC SH,GRAY TABBY,Spayed,KITTN,03/12/2018,K18-027834,LOBBY,A370794,04/12/2018,05/19/2018,37,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,TREATABLE/REHAB,HEALTHY,COUNTY,*WINDSOR,95492,"95492(38.541355, -122.80026)",1
MOO,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,02/14/2016,K16-018468,LOBBY,A335543,04/14/2016,04/20/2016,6,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,*WINDSOR,SANTA ROSA,95407,"95407(38.4127094, -122.7412153)",1
*HILLARY,CAT,DOMESTIC MH,BLACK/WHITE,Spayed,SMALL,04/23/2018,K18-028767,LOBBY,A374230,06/23/2018,07/26/2018,33,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95448,"95448(38.613965, -122.869825)",1
*ALICIA,CAT,DOMESTIC SH,WHITE/BLUE,Spayed,SMALL,07/14/2013,K15-014939,CS04,A324330,07/14/2015,09/01/2015,49,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95403,"95403(38.47164440000006, -122.7398255)",1
SHASTA,CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,KITTN,07/14/2014,K14-010034,LOBBY,A309531,07/29/2014,10/01/2014,64,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,COUNTY,*ROHNERT PARK,94928,"94928(38.349330000000066, -122.69227999999998)",1
*MICK,CAT,DOMESTIC SH,BLK SMOKE,Neutered,KITTN,04/03/2014,K14-009635,49ERPET,A308745,07/03/2014,07/15/2014,12,STRAY,OVER THE COUNTER,ADOPTION,49ER PET,HEALTHY,HEALTHY,COUNTY,*ROHNERT PARK,94928,"94928(38.349330000000066, -122.69227999999998)",1
BLUE,CAT,SIAMESE/MIX,TAN/BLACK,Spayed,SMALL,04/11/2022,K23-043571,CA02,A414860,01/11/2023,02/02/2023,22,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,COUNTY,95472,"95472(38.4007555, -122.8277055)",1
LOKI,CAT,DOMESTIC MH,BRN TABBY/WHITE,Spayed,KITTN,05/07/2015,K15-014354,LOBBY,A322742,06/06/2015,07/24/2015,48,STRAY,COMM CAT,ADOPTION,REFERRAL,HEALTHY,HEALTHY,COUNTY,*ROHNERT PARK,94928,"94928(38.349330000000066, -122.69227999999998)",1
*MOOSE,CAT,DOMESTIC SH,BLACK,Neutered,KITTN,04/21/2023,K23-045115,CA02,A418481,06/21/2023,07/21/2023,30,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,94541,"94541(37.67412, -122.08552)",1
PRINCESS,CAT,DOMESTIC SH,GRAY TABBY,Spayed,SMALL,02/28/2015,K15-013503,LOBBY,A319949,04/08/2015,05/08/2015,30,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,*WINDSOR,SANTA ROSA,95403,"95403(38.47164440000006, -122.7398255)",1
LUNA,CAT,DOMESTIC MH,BLUE CREAM/TORTIE,Spayed,SMALL,05/19/2021,K22-041296,CA02,A411360,05/04/2022,05/28/2022,24,STRAY,PHONE,ADOPTION,FINDER,UNKNOWN,PENDING,SANTA ROSA,COUNTY,95407,"95407(38.4127094, -122.7412153)",1
*TILTON,CAT,DOMESTIC SH,GRAY TABBY,Neutered,SMALL,02/06/2017,K18-026918,CA02,A366652,01/04/2018,01/19/2018,15,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,SANTA ROSA,95407,"95407(38.4127094, -122.7412153)",1
MILO,CAT,DOMESTIC SH,ORG TABBY,Neutered,SMALL,06/26/2012,K15-015425,CS05,A322582,08/14/2015,08/18/2015,4,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,COUNTY,COUNTY,95446,"95446(38.503755, -122.993485)",1
*DEE,CAT,DOMESTIC LH,TORTIE/WHITE,Spayed,SMALL,05/13/2021,K23-044668,CA02,A417464,05/13/2023,06/10/2023,28,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95405,"95405(38.443415, -122.69178)",1
*DONALD,CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,06/02/2016,K16-020073,CS04,A340307,08/02/2016,08/16/2016,14,STRAY,COMM CAT,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,*WINDSOR,95492,"95492(38.541355, -122.80026)",1
*STEVIE,CAT,DOMESTIC SH,GRAY TABBY,Neutered,KITTN,06/05/2014,K14-010646,DEBBIES,A311248,09/05/2014,09/26/2014,21,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,DEBBIE BTQ,HEALTHY,HEALTHY,SANTA ROSA,*WINDSOR,95492,"95492(38.541355, -122.80026)",1
HUCK,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,06/14/2016,K16-019933,CS04,A340081,07/25/2016,08/23/2016,29,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,94952,"94952(38.237, -122.640695)",1
*TYSON,CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,SMALL,09/02/2020,K21-039505,CA02,A406568,09/02/2021,12/08/2021,97,STRAY,PHONE,ADOPTION,SCAS WEB,TREATABLE/MANAGEABLE,HEALTHY,SANTA ROSA,*PETALUMA,94954,"94954(38.263265, -122.641035)",1
*WATSON,CAT,DOMESTIC MH,BLACK/WHITE,Neutered,SMALL,01/26/2015,K16-017584,CS04,A332395,01/26/2016,02/16/2016,21,STRAY,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95471,"95471(38.5208036, -122.9793333)",1
OSCAR,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,SMALL,04/17/2016,K17-023043,SMM,A350929,04/06/2017,04/20/2017,14,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.44366000000008, -122.72461629999998)",1
*RAJ,CAT,ABYSSINIAN/MIX,BRN TABBY/WHITE,Neutered,KITTN,04/10/2017,K17-024540,CA02,A355946,07/25/2017,08/02/2017,8,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,*WINDSOR,95492,"95492(38.541355, -122.80026)",1
*CRAIG,CAT,DOMESTIC SH,GRAY TABBY,Neutered,KITTN,04/02/2015,K15-014741,49ERPET,A323950,07/02/2015,07/17/2015,15,STRAY,OVER THE COUNTER,ADOPTION,49ER PET,HEALTHY,HEALTHY,COUNTY,*ROHNERT PARK,94928,"94928(38.349330000000066, -122.69227999999998)",1
SMOKEY,CAT,DOMESTIC SH,BLUE CREAM/TORTIE,Spayed,SMALL,10/17/2010,K15-016182,CS04,A327810,09/29/2015,11/28/2015,60,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409(38.46382, -122.67058)",1
*SLIM SHADY,CAT,DOMESTIC SH,BLACK,Neutered,SMALL,06/18/2019,K21-038845,CS05,A404997,06/18/2021,07/06/2021,18,STRAY,FIELD,ADOPTION,SCAS WEB,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.47164440000006, -122.7398255)",1
MISS PEAPOD,CAT,DOMESTIC SH,TORTIE,Spayed,SMALL,08/11/2015,K22-042213,CA02,A412811,08/11/2022,09/30/2022,50,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,*WINDSOR,95492,"95492(38.541355, -122.80026)",1
WILLOW,CAT,DOMESTIC SH,LILAC PT,Spayed,KITTN,04/24/2014,K14-008875,49ERPET,A306797,05/16/2014,06/21/2014,36,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,49ER PET,TREATABLE/REHAB,HEALTHY,SANTA ROSA,*HEALDSBURG,95448,"95448(38.613965, -122.869825)",1
*ROLAND,CAT,DOMESTIC SH,GRAY TABBY,Neutered,KITTN,07/29/2020,K20-036850,WESTFARM,A400624,09/28/2020,10/24/2020,26,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WESTFARM,UNKNOWN,PENDING,COUNTY,COUNTY,95472,"95472(38.4007555, -122.8277055)",1
BANDIT,CAT,SNOWSHOE,SEAL PT,Neutered,SMALL,04/19/2015,K16-017500,CS05,A332213,01/19/2016,01/29/2016,10,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,*WINDSOR,SANTA ROSA,95405,"95405(38.443415, -122.69178)",1
*LUKE,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,04/04/2021,K21-038701,CA03,A405185,06/04/2021,06/17/2021,13,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.47164440000006, -122.7398255)",1
JELLY,CAT,DOMESTIC SH,BLK TABBY,Spayed,KITTN,08/22/2017,K17-026740,LOBBY,A357526,12/20/2017,12/21/2017,1,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,*SEBASTOPOL,SANTA ROSA,95409,"95409(38.46382, -122.67058)",1
LIGHT,CAT,DOMESTIC SH,GRAY,Neutered,KITTN,08/28/2016,K16-021346,LOBBY,A344603,10/27/2016,12/20/2016,54,STRAY,COMM CAT,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,*WINDSOR,95492,"95492(38.541355, -122.80026)",1
*ZENA,CAT,DOMESTIC LH,GRAY/WHITE,Spayed,SMALL,10/29/2006,K14-011539,CS05,A313217,10/29/2014,12/09/2014,41,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,*WINDSOR,95492,"95492(38.541355, -122.80026)",1
*HYDE,CAT,DOMESTIC SH,BLACK,Neutered,KITTN,05/15/2018,K18-028865,LOBBY,A374367,06/30/2018,08/08/2018,39,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,UNKNOWN,HEALTHY,COUNTY,*WINDSOR,95492,"95492(38.541355, -122.80026)",1
SALLY,CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,01/23/2017,K19-031157,CA02,A383145,01/10/2019,01/26/2019,16,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409(38.46382, -122.67058)",1
*IVY,CAT,DOMESTIC MH,BLACK/WHITE,Spayed,KITTN,09/18/2015,K15-016917,49ERPET,A329887,11/28/2015,12/16/2015,18,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,49ER PET,HEALTHY,HEALTHY,SANTA ROSA,*ROHNERT PARK,94928,"94928(38.349330000000066, -122.69227999999998)",1
