Animal ID,Animal Name,Animal Type,Primary Color,Secondary Color,Sex,DOB,Age,Intake Date,Intake Condition,Intake Type,Intake Subtype,Reason for Intake,Outcome Date,Crossing,Jurisdiction,Outcome Type,Outcome Subtype,intake_is_dead,outcome_is_dead,was_outcome_alive
A655126,*PAPRIKA,CAT,CALICO TAB,,Spayed,2020-03-19,3.0,2021-03-19,NORMAL,STRAY,OTC,,2021-03-27,"2250 PINE AVE, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A655134,*THUMBALINA [POLYDACTAL],CAT,BRN TABBY,WHITE,Spayed,2020-09-19,3.0,2021-03-19,NORMAL,STRAY,OTC,,2021-03-24,"11000 BLK TICONDEROGA DR, LOS ALAMITOS, CA 90720",LOS ALAMITOS,ADOPTION,WEB,Alive on Intake,FALSE,1
A655329,COLTRANE,CAT,GRAY TABBY,WHITE,Neutered,2020-08-24,3.0,2021-03-25,NORMAL,OWNER SURRENDER,OTC,OTHER PET,2021-04-22,"5200 BLK E LAS LOMAS ST, LONG BEACH, CA 90815",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A655797,BLACKIE,CAT,BLACK,,Neutered,2020-04-02,3.0,2021-04-02,NORMAL,OWNER SURRENDER,OTC,LANDLORD,2021-04-10,"1500 BLK PINE AVE. LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A655799,TANNIE,CAT,ORANGE,WHITE,Neutered,2020-04-02,3.0,2021-04-02,NORMAL,OWNER SURRENDER,OTC,LANDLORD,2021-04-07,"1500 BLK PINE AVE. LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A655967,LUNA,CAT,GRAY,WHITE,Spayed,2019-04-07,4.0,2021-04-08,NORMAL,OWNER SURRENDER,OTC,OWNER PROB,2021-04-09,"3300 BLK SANTA FE AVE, LONG BEACH, CA 90810",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A656204,*FRITZY,CAT,GRAY,,Neutered,2021-03-12,2.0,2021-04-12,UNDER AGE/WEIGHT,STRAY,FIELD,,2021-06-10,"3500 THOR AVE, LOS ALAMITOS, CA 90720",LOS ALAMITOS,ADOPTION,WEB,Alive on Intake,FALSE,1
A656206,*GREGORY,CAT,BRN TABBY,,Neutered,2021-03-12,2.0,2021-04-12,UNDER AGE/WEIGHT,STRAY,FIELD,,2022-04-13,"3500 THOR AVE, LOS ALAMITOS, CA 90720",LOS ALAMITOS,ADOPTION,WEB,Alive on Intake,FALSE,1
A656431,ZERO,CAT,ORG TABBY,WHITE,Neutered,2021-04-15,2.0,2021-04-15,UNDER AGE/WEIGHT,STRAY,OTC,,2021-08-06,"1245 E 23RD ST, SIGNAL HILL, CA 90755",SIGNAL HILL,ADOPTION,GOOD SAM,Alive on Intake,FALSE,1
A656448,*KIKI,CAT,BLACK,WHITE,Spayed,2021-03-25,2.0,2021-04-19,FRACTIOUS,STRAY,OTC,,2021-04-29,"1000 BLK N ALMOND CT, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,,Alive on Intake,FALSE,1
A656528,*WILMA,CAT,GRAY TABBY,,Spayed,2021-04-13,2.0,2021-04-21,UNDER AGE/WEIGHT,STRAY,OTC,,2021-07-21,"2801 ATLANTIC AVE, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,,Alive on Intake,FALSE,1
A657366,*MILLIE,CAT,BRN TABBY,,Spayed,2021-05-11,2.0,2021-05-13,UNDER AGE/WEIGHT,STRAY,FIELD,,2022-06-15,"1600 BLK ROSE AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A657521,LEO,CAT,LYNX PT,,Spayed,2021-04-18,2.0,2021-05-16,ILL MILD,STRAY,OTC,,2021-05-26,"7700 E SPRING ST, LONG BEACH, CA 90815",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A657526,GUILLERMO*ANTHONY,CAT,BRN TABBY,,Neutered,2018-05-17,5.0,2021-05-16,INJURED  SEVERE,STRAY,FIELD,,2021-08-17,"100 BLK W ADAMS ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A657594,*BONGO,CAT,ORANGE,WHITE,Neutered,2021-03-19,2.0,2021-05-21,NORMAL,STRAY,OTC,,2021-06-02,"3400 BLK PALO VERDE AVE, LONG BEACH, CA 90808",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A657800,CHICO,CAT,BLACK,WHITE,Neutered,2021-04-23,2.0,2021-05-23,UNDER AGE/WEIGHT,STRAY,OTC,,2021-09-02,"1000 BLK LONG BEACH BLVD, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A657981,*DIANE,CAT,CALICO,BRN TABBY,Spayed,2021-04-28,2.0,2021-05-28,NORMAL,STRAY,OTC,,2022-02-17,"4220 LONG BEACH BLVD, LONG BEACH, CA 90807",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A657983,*DEE,CAT,TORTIE,,Spayed,2021-04-28,2.0,2021-05-28,NORMAL,STRAY,OTC,,2021-08-19,"4220 LONG BEACH BLVD, LONG BEACH, CA 90807",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A658053,*SHERLOCK BONES,CAT,BLACK,,Neutered,2018-05-29,5.0,2021-05-29,ILL MILD,STRAY,TRAP,,2021-12-15,"6813 BLK ATLANTIC AVE, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A658217,*PRINCE,CAT,ORG TABBY,WHITE,Neutered,2021-04-02,2.0,2021-06-02,NORMAL,STRAY,FIELD,,2021-06-11,"1200 BLK RAYMOND AVE, LB 90804",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A658218,*GROOT,CAT,ORG TABBY,WHITE,Neutered,2021-04-02,2.0,2021-06-02,NORMAL,STRAY,FIELD,,2021-06-10,"1200 BLK RAYMOND AVE, LB 90804",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A658339,*ETHEL,CAT,GRAY,,Spayed,2021-04-04,2.0,2021-06-04,NORMAL,STRAY,,,2021-09-01,"700 BLK OHIO AVE, LONG BEACH, CA 90804",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A658393,*SCONE,CAT,GRAY TABBY,WHITE,Neutered,2021-03-06,2.0,2021-06-06,NORMAL,STRAY,OTC,,2021-10-15,"5200 BLK GUNDRY AVE, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A658453,*MARS,CAT,ORG TABBY,,Neutered,2021-04-07,2.0,2021-08-09,NORMAL,STRAY,FIELD,,2021-08-09,"1871 JUNIPERO AVE, SIGNAL HILL, CA 90755",SIGNAL HILL,ADOPTION,REPEAT ADT,Alive on Intake,FALSE,1
A658462,*LISA LE,CAT,BRN TABBY,,Spayed,2021-04-06,2.0,2021-06-06,INJURED  MILD,STRAY,FIELD,,2021-08-06,"12800 BLK TOWNE CENTER DR, CE 90703",CERRITOS,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A658511,*LYNX,CAT,WHITE,,Spayed,2021-04-07,2.0,2021-08-09,NORMAL,STRAY,FIELD,,2021-08-18,"1871 JUNIPERO AVE, SIGNAL HILL, CA 90755",SIGNAL HILL,ADOPTION,WEB,Alive on Intake,FALSE,1
A658521,*ATHENA,CAT,BLACK,,Spayed,2021-04-30,2.0,2021-06-07,UNDER AGE/WEIGHT,STRAY,FIELD,,2021-09-04,"4100 E 7TH ST, LONG BEACH, CA 90804",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A658565,*BELLE,CAT,GRAY,,Spayed,2021-04-30,2.0,2021-06-09,UNDER AGE/WEIGHT,STRAY,FIELD,,2021-09-15,"900 BLK E LURAY ST, LONG BEACH, CA 90807",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A658586,SMOKEY,CAT,BRN TABBY,,Neutered,2021-04-24,2.0,2021-06-10,NORMAL,STRAY,OTC,,2021-08-08,"5900 BLK E 7TH ST, LONG BEACH, CA 90822",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A658603,*CAT DAMON,CAT,BLACK,,Neutered,2021-03-11,2.0,2021-06-11,NORMAL,STRAY,OTC,,2023-02-16,"1300 BLK E WESLEY DR, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A658893,*JOSIE,CAT,CALICO,,Spayed,2018-06-15,5.0,2021-06-15,INJURED  SEVERE,STRAY,FIELD,,2021-10-31,"600 BLK MOLINO AVE, LONG BEACH, CA 90814",LONG BEACH,ADOPTION,,Alive on Intake,FALSE,1
A659000,*THEO,CAT,WHITE,,Neutered,2021-05-08,2.0,2021-06-17,UNDER AGE/WEIGHT,STRAY,FIELD,,2021-08-04,"400 BLK E MARKET ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A659741,*ELBY,CAT,BLK TABBY,,Neutered,2021-03-01,2.0,2021-07-01,NORMAL,STRAY,FIELD,,2021-07-21,"4900 BLK LONG BEACH BLVD, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A660175,MISCHELLE,CAT,BLACK,WHITE,Female,2021-05-09,2.0,2021-07-09,NORMAL,STRAY,OTC,,2022-09-08,"1200 BLK ORANGE AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A660257,SPIKE,CAT,BLACK,WHITE,Neutered,2021-03-11,2.0,2021-07-11,NORMAL,STRAY,OTC,,2021-12-09,"1700 BLK E 14TH ST, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A660380,*MIKEY,CAT,WHITE,BLACK,Neutered,2017-07-12,6.0,2021-07-12,NORMAL,STRAY,FIELD,,2021-08-18,"900 BLK PINE AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A660500,*FIGI,CAT,BRN TABBY,WHITE,Spayed,2021-04-15,2.0,2021-07-15,INJURED  MILD,STRAY,FIELD,,2021-09-09,"100 BLK W EAGLE ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A660513,*GINGER,CAT,ORG TABBY,,Spayed,2021-06-28,2.0,2021-07-16,UNDER AGE/WEIGHT,STRAY,FIELD,,2021-09-29,"6800 BLK LONG BEACH BLVD, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A660515,BRUNO,CAT,ORG TABBY,,Neutered,2021-06-28,2.0,2021-07-16,UNDER AGE/WEIGHT,STRAY,FIELD,,2021-10-02,"6800 BLK LONG BEACH BLVD, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A660773,*COCO,CAT,GRAY TABBY,,Spayed,2021-07-04,2.0,2021-07-24,UNDER AGE/WEIGHT,STRAY,OTC,,2021-10-17,"1300 BLK PETERSON AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A660851,*CARL,CAT,GRAY,,Neutered,2018-07-26,5.0,2021-07-26,NORMAL,CONFISCATE,OWNER DIED,,2021-09-05,"1835 SANTA FE AVE, LONG BEACH, CA 90810",LONG BEACH,ADOPTION,REFERRAL,Alive on Intake,FALSE,1
A660900,*PANTHER,CAT,BLK SMOKE,,Neutered,2021-05-27,2.0,2021-07-27,NORMAL,STRAY,OTC,,2021-09-15,"1800 BLK XIMENO AVE, LONG BEACH, CA 90815",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A661308,*MARBLE,CAT,BRN TABBY,CALICO,Spayed,2021-05-05,2.0,2021-08-05,NORMAL,STRAY,OTC,,2021-08-11,"1300 BLK E WESLEY DR, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A661495,*RALPHIE,CAT,SLVR TABBY,,Neutered,2021-04-08,2.0,2021-08-08,NORMAL,STRAY,FIELD,,2021-09-22,"5500 BLK LEWIS AVE, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A661620,*GWENIVERE,CAT,BRN TABBY,,Spayed,2021-03-11,2.0,2021-08-11,NORMAL,STRAY,OTC,,2021-08-25,"7700 E SPRING ST, LONG BEACH, CA 90815",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A662230,*AMELIA EARHART,CAT,ORANGE,WHITE,Spayed,2021-04-21,2.0,2021-08-21,NORMAL,STRAY,OTC,,2021-08-21,"1000 BLK W REDONDO BEACH BLVD, GARDENA, CA 90247",OUT OF AREA,ADOPTION,WEB,Alive on Intake,FALSE,1
A662274,*PUURRECIOUS,CAT,GRAY,WHITE,Spayed,2021-05-22,2.0,2021-08-22,NORMAL,STRAY,FIELD,,2021-10-06,"1830 W WILLOW ST, LONG BEACH, CA 90810",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A662407,,CAT,GRAY,WHITE,Female,2021-08-15,2.0,2021-08-25,NORMAL,STRAY,OTC,,2022-09-23,"1400 BLK WARREN ST, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,,Alive on Intake,FALSE,1
A662430,*FOX,CAT,BRN TABBY,,Neutered,2021-06-25,2.0,2021-08-25,UNDER AGE/WEIGHT,STRAY,FIELD,,2021-12-14,"2100 BLK MARTIN LUTHER KING BLVD, SIGNAL HILL, CA 90755",SIGNAL HILL,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A662542,*BERRY,CAT,GRAY TABBY,WHITE,Spayed,2021-05-27,2.0,2021-08-27,NORMAL,STRAY,ABAN SHLTR,,2021-11-03,"7700 BLK E SPRING ST, LONG BEACH, CA 90815",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A663021,*COOKIE,CAT,CREAM,,Spayed,2021-07-01,2.0,2021-09-01,ILL MODERATETE,STRAY,FIELD,,2021-11-05,"100 BLK E LOUISE ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A663293,*RIVER,CAT,BLACK,WHITE,Neutered,2021-08-16,2.0,2021-09-05,NORMAL,STRAY,OTC,,2021-12-19,"7800 BLK E TIBANA ST, LONG BEACH, CA 90808",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A664112,*KRYSTAL,CAT,WHITE,,Spayed,2020-09-19,3.0,2021-09-19,NORMAL,STRAY,FIELD,,2022-01-28,"2000 BLK CHESTNUT AVE, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A664860,*DORI,CAT,GRAY TABBY,,Neutered,2021-06-05,2.0,2021-10-05,NORMAL,STRAY,OTC,,2022-06-26,"6300 BLK CORONADO AVE. LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A665525,*LOVE,CAT,WHITE,,Spayed,2021-08-20,2.0,2021-10-23,UNDER AGE/WEIGHT,STRAY,OTC,,2021-11-14,"13000 ACORO ST, CERRITOS, CA 90703",CERRITOS,ADOPTION,WEB,Alive on Intake,FALSE,1
A665602,*FRANCISCO,CAT,ORG TABBY,,Neutered,2021-04-21,2.0,2021-10-21,NORMAL,STRAY,FIELD,,2021-10-29,"200 BLK W 7TH ST, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A665926,*JORDAN,CAT,BLACK,,Neutered,2012-11-12,11.0,2021-10-28,NORMAL,WELFARE SEIZED,HOSPITAL,,2022-01-09,"1000 BLK PACIFIC AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A666049,*DONALD,CAT,BRN TABBY,WHITE,Neutered,2020-10-31,3.0,2021-10-31,NORMAL,WELFARE SEIZED,POLICE,,2022-06-12,"900 BLK DAISY AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A666102,KIRK,CAT,ORANGE,WHITE,Neutered,2020-05-03,3.0,2021-11-04,NORMAL,OWNER SURRENDER,OTC,ILL,2021-12-16,"3000 BLK E 4TH ST, LONG BEACH, CA 90814",LONG BEACH,ADOPTION,PROMOTION,Alive on Intake,FALSE,1
A666358,SUNSHINE BOB,CAT,WHITE,ORG TABBY,Neutered,2015-10-20,8.0,2021-11-07,NORMAL,STRAY,OTC,,2022-01-19,"1900 BLK SHIPWAY AVE, LONG BEACH, CA 90815",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A666740,MISS KITTY,CAT,CALICO,,Spayed,2021-09-12,2.0,2021-11-12,NORMAL,STRAY,OTC,,2021-11-20,"170 BLK W BURNETT ST, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A666742,MOCHI,CAT,CALICO DIL,,Spayed,2021-09-12,2.0,2021-11-12,NORMAL,STRAY,OTC,,2021-11-14,"170 BLK W BURNETT ST, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A667029,BOOMER,CAT,CALICO,,Spayed,2011-11-20,11.0,2021-11-20,NORMAL,OWNER SURRENDER,OTC,COST,2022-02-02,"5300 BLK LIME AVE, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A667039,*KRIS KRINGLE,CAT,ORANGE,WHITE,Neutered,2018-11-20,4.0,2021-11-20,INJURED  MODERATE,STRAY,FIELD,,2021-12-26,"2400 EASY AVE, LONG BEACH, CA 90810",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A667915,*JACK,CAT,BLACK,WHITE,Neutered,2021-10-10,2.0,2022-08-13,ILL MILD,OWNER SURRENDER,OTC,ILL,2023-01-04,"1000 BLK CERRITOS AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A667964,CHAD,CAT,WHITE,,Neutered,2020-06-11,3.0,2021-12-12,NORMAL,OWNER SURRENDER,OTC,OWNER PROB,2022-08-07,"18000 STUDEBAKER RD, CERRITOS, CA 90703",CERRITOS,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A669581,*MUSTASHA,CAT,BLACK,WHITE,Spayed,2021-01-20,2.0,2022-01-20,NORMAL,STRAY,OTC,,2022-01-26,"1700 BLK LEMON AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A670909,*CANDY,CAT,GRAY,,Spayed,2021-02-23,2.0,2022-02-22,NORMAL,OWNER SURRENDER,FIELD,OWNER PROB,2022-03-09,"3300 BLK SANTA FE AVE, LONG BEACH, CA 90810",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A671089,*MACARONI,CAT,CRM TABBY,,Neutered,2021-09-27,2.0,2022-02-27,NORMAL,STRAY,OTC,,2022-03-05,"4600 GOLDFIELD AVE, LONG BEACH, CA 90807",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A671712,CROSSY,CAT,SEAL PT,,Neutered,2019-03-14,4.0,2022-03-14,NORMAL,OWNER SURRENDER,FIELD,UNKNOWN,2022-03-30,"2122 BLK W WILLARD ST, LONG BEACH, CA 90810",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A671735,*JOHNNY,CAT,BLACK,WHITE,Neutered,2019-03-16,4.0,2022-03-15,NORMAL,OWNER SURRENDER,OTC,,2022-04-04,"7700 E SPRING ST, LONG BEACH, CA 90815",LONG BEACH,ADOPTION,,Alive on Intake,FALSE,1
A671740,*STERLING,CAT,BLACK,WHITE,Neutered,2021-03-23,2.0,2022-03-15,NORMAL,OWNER SURRENDER,OTC,,2022-07-28,"7700 E SPRING ST, LONG BEACH, CA 90815",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A671754,OREO,CAT,BLACK,WHITE,Spayed,2017-03-16,6.0,2022-03-16,ILL MILD,OWNER SURRENDER,FIELD,,2022-03-19,"1400 BLK E HELLMAN ST, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A671948,EROS,CAT,ORG TABBY,,Neutered,2017-03-19,6.0,2022-03-19,NORMAL,WELFARE SEIZED,POLICE,,2022-04-02,"600 BLK ELM AVE, LONG BEACH, CA 90802",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A672510,EMMA STONER,CAT,GRAY,WHITE,Spayed,2022-03-28,1.0,2022-03-31,UNDER AGE/WEIGHT,STRAY,OTC,,2022-07-06,"6200 BLK N PARAMOUNT BLVD, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A672587,*ERICA,CAT,TORTIE,,Spayed,2022-03-21,1.0,2022-04-02,UNDER AGE/WEIGHT,STRAY,OTC,,2022-08-07,"3900 BLK FALCON AVE, LONG BEACH, CA 90807",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A672905,CALCIFER,CAT,ORANGE,WHITE,Neutered,2020-04-09,3.0,2022-04-09,ILL MODERATETE,OWNER SURRENDER,FIELD,,2022-08-13,"4700 E PACIFIC COAST HWY, LONG BEACH, CA 90804",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A672962,*NUBBY,CAT,BLACK,WHITE,Neutered,2020-04-10,3.0,2022-04-10,INJURED  MILD,STRAY,OTC,,2022-04-30,"400 BLK W 35TH CT, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A672967,LUNA,CAT,BLACK,,Spayed,2018-04-10,5.0,2022-04-14,NORMAL,OWNER SURRENDER,OTC,NEW BABY,2022-04-27,"500 BLK E POPPY ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A673025,*BRANDON,CAT,GRAY TABBY,,Neutered,2020-04-12,3.0,2022-04-12,NORMAL,STRAY,FIELD,,2022-08-12,"6400 BLK CALIFORNIA AVE, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A673055,*CORAL,CAT,TORTIE,,Spayed,2021-04-13,2.0,2022-04-13,NORMAL,OWNER SURRENDER,OTC,TOO MANY,2022-07-17,"500 BLK CEDAR AVE, LONG BEACH, CA 90802",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A673222,LUNA,CAT,GRAY TABBY,,Spayed,2022-04-02,1.0,2022-04-16,UNDER AGE/WEIGHT,STRAY,FIELD,,2022-06-24,"1900 BLK E GEMINI ST, LONG BEACH, CA 90810",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A673310,LEO,CAT,BRN TABBY,,Male,2022-04-05,1.0,2022-04-20,UNDER AGE/WEIGHT,STRAY,OTC,,2022-06-26,"1500 W 11TH ST, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A673620,BRUNO,CAT,GRAY,,Neutered,,,2022-04-27,NORMAL,OWNER SURRENDER,OTC,LANDLORD,2022-05-04,"6900 BLK LONG BEACH BLVD, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A673663,*MOCHI,CAT,GRAY TABBY,WHITE,Neutered,2020-03-23,3.0,2022-04-01,NORMAL,STRAY,ABAN FIELD,,2023-01-06,"5200 BLK LONG BEACH BLVD, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A673848,LEO,CAT,BLACK,WHITE,Neutered,,,2022-05-08,NORMAL,OWNER SURRENDER,OTC,NO HOME,2022-06-25,"700 E 4TH ST, LONG BEACH, CA 90802",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A673879,ANTON,CAT,GRAY,,Neutered,2019-01-01,4.0,2022-02-07,NORMAL,OWNER SURRENDER,FIELD,OWNER PROB,2022-03-13,"3300 BLK SANTA FE AVE, LONG BEACH, CA 90810",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A673946,PO,CAT,BLACK,,Neutered,2021-02-04,2.0,2022-05-04,NORMAL,OWNER SURRENDER,OTC,NO TIME,2022-06-25,"40 BLK CORONADO AVE, LONG BEACH, CA 90803",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A674207,MOCHI,CAT,BLACK,,Spayed,2022-04-19,1.0,2022-05-07,UNDER AGE/WEIGHT,STRAY,OTC,,2022-06-16,"2200 BLK DE FOREST AVE, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A674461,*EVELIN,CAT,SNOWSHOE,,Spayed,2022-04-11,1.0,2022-05-11,UNDER AGE/WEIGHT,STRAY,OTC,,2022-05-13,"1900 E MARKET ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A674742,*CHEDDAR,CAT,ORG TABBY,,Neutered,2022-03-13,1.0,2022-05-13,NORMAL,STRAY,OTC,,2022-05-21,"2200 BLK ELM AVE, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A674786,*SYDNEY,CAT,GRAY,WHITE,Spayed,2021-07-14,2.0,2022-05-13,NORMAL,STRAY,FIELD,,2022-05-20,"2100 BLK E ARTESIA BLVD, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A674900,*CLARA,CAT,GRAY TABBY,,Spayed,2022-03-17,1.0,2022-05-16,INJURED  MILD,STRAY,FIELD,,2022-05-25,"1700 SATURN WAY, SEAL BEACH, CA 90740",SEAL BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A675011,CHARLIE,CAT,BRN TABBY,,Spayed,2022-04-06,1.0,2022-05-18,UNDER AGE/WEIGHT,STRAY,OTC,,2022-05-18,"2500 BLK E 2ND ST, LONG BEACH, CA 90803",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A675034,*GUINNY,CAT,BLACK,,Spayed,2021-05-18,2.0,2023-01-05,NORMAL,OWNER SURRENDER,FIELD,,2023-03-24,"3100 BLK E 68TH ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A675153,*GOLDFISH,CAT,ORG TABBY,,Neutered,2020-05-19,3.0,2022-05-19,ILL MILD,STRAY,OTC,,2022-06-01,"30 BLK E 53RD ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A675296,LUCA,CAT,GRAY TABBY,WHITE,Neutered,2022-03-20,1.0,2022-08-06,NORMAL,RETURN,ADOPTION,LANDLORD,2023-01-04,"400 BLK N BELLFLOWER BLVD, LONG BEACH, CA 90814",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A675453,*LUIS,CAT,ORG TABBY,WHITE,Neutered,2022-03-22,1.0,2022-05-22,UNDER AGE/WEIGHT,STRAY,OTC,,2022-07-21,"900 BLK EUCLID AVE, LONG BEACH, CA 90804",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
